[ 245.5  616. ]
[ 420.83625731  382.43274854]
[ 181.5  640. ]
[ 518.8         529.46666667]
[ 541.98787879  355.42424242]
[ 381.62903226  354.93548387]
[ 440.38095238  665.01904762]
[ 301.7972973   542.94594595]
[ 346.76525822  347.57276995]
[ 670.4047619   393.19047619]
[ 252.98484848  528.12121212]
[ 293.          504.46296296]
[ 256.51923077   61.94230769]
[ 210.44217687   59.05442177]
[ 651.92592593  556.34567901]
[  59.44047619  246.82936508]
[ 252.63596491  391.10526316]
[ 430.25641026  388.18974359]
[ 181.5  640. ]
[ 503.18        538.19333333]
[ 525.68361582  351.15819209]
[ 399.77083333  353.73611111]
[ 440.38095238  665.01904762]
[ 308.53225806  555.70967742]
[ 329.06918239  350.6918239 ]
[ 653.75956284  400.9726776 ]
[ 259.12962963  515.92592593]
[ 292.88235294  504.57843137]
[ 247.1420765    54.93989071]
[ 202.05426357   66.13178295]
[ 639.78518519  553.42962963]
[  57.19277108  256.7188755 ]
[ 258.88205128  372.37435897]
[ 439.5    396.875]
[ 181.5  640. ]
[ 486.86394558  544.7414966 ]
[ 508.74074074  341.94444444]
[ 416.31638418  352.58757062]
[ 440.71052632  665.25438596]
[ 313.74129353  567.72636816]
[ 313.77948718  353.08205128]
[ 639.32857143  407.5       ]
[ 271.76836158  501.5480226 ]
[ 288.44715447  509.66666667]
[ 248.26767677   61.58585859]
[ 191.23383085   72.37810945]
[ 624.12418301  552.79084967]
[  62.75714286  270.54285714]
[ 269.61502347  355.9342723 ]
[ 446.21468927  406.1920904 ]
[ 181.5  640. ]
[ 468.14583333  548.38888889]
[ 491.59259259  343.46296296]
[ 432.81420765  355.89617486]
[ 440.71052632  665.25438596]
[ 322.          576.85294118]
[ 299.58201058  353.48148148]
[ 627.76767677  415.28787879]
[ 285.28571429  491.53571429]
[ 275.49382716  513.90123457]
[ 237.98484848   74.33333333]
[ 179.51785714   84.91071429]
[ 606.03100775  556.25581395]
[  65.91570881  286.40996169]
[ 280.   340.5]
[ 452.9375      414.38541667]
[ 181.5  640. ]
[ 450.81560284  552.4822695 ]
[ 479.          335.81428571]
[ 448.4863388   363.81420765]
[ 433.93495935  668.62601626]
[ 330.26960784  588.87745098]
[ 282.80512821  353.80512821]
[ 609.14124294  424.75141243]
[ 298.84745763  480.3559322 ]
[ 260.28735632  510.71264368]
[ 220.73076923   80.12820513]
[ 163.14814815   88.46296296]
[ 588.64779874  555.57861635]
[  62.87148594  303.59437751]
[ 289.13333333  328.24615385]
[ 459.26666667  423.65128205]
[ 181.5  640. ]
[ 433.91194969  554.47798742]
[ 470.98275862  317.62068966]
[ 459.74429224  374.88127854]
[ 416.20430108  671.15053763]
[ 333.64285714  604.07142857]
[ 266.48529412  349.26960784]
[ 592.56410256  428.24102564]
[ 310.68484848  468.75757576]
[ 248.5         501.67647059]
[ 208.72222222   82.19907407]
[ 154.32258065   97.58064516]
[ 571.49659864  551.13605442]
[  57.37547893  316.24521073]
[ 303.28571429  329.85714286]
[ 461.47142857  433.28571429]
[ 181.5  640. ]
[ 417.12  554.98]
[ 471.17676768  299.93939394]
[ 469.28205128  384.79487179]
[ 398.16296296  668.00740741]
[ 334.86666667  617.37948718]
[ 255.43555556  340.94222222]
[ 574.04093567  432.37426901]
[ 325.13450292  459.1871345 ]
[ 233.          493.08823529]
[ 210.83854167   90.34375   ]
[ 138.24242424  105.83636364]
[ 555.73333333  542.97575758]
[  62.07692308  328.01282051]
[ 318.21153846  328.13461538]
[ 462.46354167  445.5       ]
[ 181.5  640. ]
[ 400.39130435  552.41304348]
[ 479.33333333  279.40229885]
[ 477.82051282  397.22051282]
[ 383.53535354  656.37373737]
[ 331.49707602  628.3625731 ]
[ 247.59487179  329.58974359]
[ 557.87096774  428.71505376]
[ 334.75        447.89285714]
[ 220.27210884  481.13605442]
[ 205.43939394  105.90909091]
[ 132.24888889  118.43111111]
[ 541.0625    536.984375]
[  60.8436214   345.68312757]
[ 335.   326.5]
[ 457.83854167  454.59375   ]
[ 181.5  640. ]
[ 382.5         548.23076923]
[ 490.02645503  266.24867725]
[ 478.78354978  409.81385281]
[ 373.29078014  649.02836879]
[ 332.37426901  636.22222222]
[ 241.05555556  316.83333333]
[ 547.28717949  421.37435897]
[ 347.79874214  452.01257862]
[ 208.77987421  466.89937107]
[ 189.63636364  117.10606061]
[ 121.06432749  131.44444444]
[ 529.24193548  526.58064516]
[  57.89272031  358.79693487]
[ 352.88461538  328.07692308]
[ 460.01612903  464.35483871]
[ 181.5  640. ]
[ 367.81182796  538.90322581]
[ 506.01169591  257.95906433]
[ 478.03333333  421.4       ]
[ 362.63522013  641.64779874]
[ 330.8128655   651.56725146]
[ 237.44444444  301.84259259]
[ 538.96135266  415.87439614]
[ 364.84795322  457.99415205]
[ 201.98  449.12]
[ 173.94117647  125.35294118]
[ 110.52962963  136.12592593]
[ 520.5      511.09375]
[  62.81862745  365.41176471]
[ 370.85714286  333.14285714]
[ 461.91542289  476.06467662]
[ 181.5  640. ]
[ 356.56451613  529.        ]
[ 521.59393939  252.66666667]
[ 475.03589744  433.11282051]
[ 360.13821138  637.86178862]
[ 323.84615385  664.92307692]
[ 235.18905473  288.24378109]
[ 538.47222222  403.65277778]
[ 380.43333333  465.33333333]
[ 196.11111111  432.71604938]
[ 157.5  126.5]
[ 105.6969697   137.63131313]
[ 523.46969697  496.75757576]
[  74.26368159  372.66169154]
[ 387.44  339.9 ]
[ 460.14754098  488.03825137]
[ 181.5  640. ]
[ 351.38888889  515.77777778]
[ 539.08805031  260.65408805]
[ 472.37096774  444.16129032]
[ 365.65789474  629.10526316]
[ 312.50340136  665.66666667]
[ 233.55714286  273.78571429]
[ 536.77314815  387.41666667]
[ 395.38235294  474.20098039]
[ 194.66666667  415.59393939]
[ 141.5         129.75595238]
[ 104.94623656  139.4516129 ]
[ 526.90277778  482.81018519]
[  81.69047619  388.83333333]
[ 401.27322404  348.96174863]
[ 457.46560847  498.78306878]
[ 181.5  640. ]
[ 351.42051282  500.08717949]
[ 555.55172414  269.70689655]
[ 468.27777778  456.93981481]
[ 376.66013072  615.26797386]
[ 311.11538462  666.53846154]
[ 239.65714286  263.51904762]
[ 534.22727273  377.54545455]
[ 407.63387978  485.49726776]
[ 197.77987421  399.33333333]
[ 125.64880952  132.98214286]
[ 107.20888889  148.79111111]
[ 535.          470.59047619]
[  78.38372093  406.26744186]
[ 414.94708995  361.46560847]
[ 454.62962963  509.06878307]
[ 181.5  640. ]
[ 352.27860697  481.8159204 ]
[ 570.92820513  282.83589744]
[ 471.07575758  465.72727273]
[ 391.49382716  606.53703704]
[ 310.95906433  666.58479532]
[ 251.52688172  256.68817204]
[ 523.75124378  370.43781095]
[ 415.99487179  499.59487179]
[ 211.84397163  389.60992908]
[ 125.82828283  132.64141414]
[ 107.42051282  163.81025641]
[ 545.08805031  463.71069182]
[  71.89029536  422.34599156]
[ 426.21890547  375.06467662]
[ 445.23214286  515.88690476]
[ 181.5  640. ]
[ 354.66137566  465.64021164]
[ 583.92647059  295.94607843]
[ 473.66120219  477.15300546]
[ 403.76666667  601.79444444]
[ 312.98449612  664.62015504]
[ 265.20765027  250.2295082 ]
[ 513.17989418  366.1005291 ]
[ 427.46875   509.578125]
[ 224.78294574  378.96899225]
[ 133.51794872  134.42051282]
[  99.47031963  175.02283105]
[ 550.01025641  467.66666667]
[  75.68421053  435.86842105]
[ 431.89071038  390.7431694 ]
[ 435.30065359  523.37908497]
[ 181.5  640. ]
[ 358.25641026  449.34358974]
[ 589.92857143  313.42857143]
[ 472.16176471  490.05392157]
[ 420.8   600.58]
[ 316.45578231  651.33333333]
[ 279.07142857  244.75      ]
[ 500.33333333  360.71875   ]
[ 438.27322404  514.61202186]
[ 241.14393939  369.62121212]
[ 144.0913242   121.86757991]
[  88.02702703  179.68918919]
[ 560.6284153   471.99453552]
[  75.15447154  452.92682927]
[ 436.2705314   403.79227053]
[ 423.02515723  527.02515723]
[ 181.5  640. ]
[ 366.42690058  440.67251462]
[ 596.45128205  329.56410256]
[ 467.90104167  502.71875   ]
[ 437.27777778  601.74691358]
[ 321.92810458  634.32026144]
[ 292.07407407  240.28395062]
[ 487.62295082  354.58469945]
[ 452.13756614  523.11640212]
[ 258.81904762  364.61904762]
[ 148.25238095  115.68571429]
[  80.27906977  178.86821705]
[ 575.28248588  479.49717514]
[  69.80524345  461.99625468]
[ 437.32768362  418.39548023]
[ 410.82  529.66]
[ 181.5  640. ]
[ 381.88  433.38]
[ 603.58571429  341.31428571]
[ 460.  512.]
[ 449.28571429  605.46428571]
[ 329.  618.]
[ 305.22222222  239.55555556]
[ 474.14583333  342.26041667]
[ 462.53030303  535.72727273]
[ 272.96190476  359.5047619 ]
[ 148.30666667  117.68666667]
[  79.47286822  179.02325581]
[ 589.42051282  487.86666667]
[  76.64285714  462.69642857]
[ 435.10328638  433.4600939 ]
[ 397.73076923  528.6025641 ]
[ 181.5  640. ]
[ 398.39130435  429.45652174]
[ 612.46766169  356.45771144]
[ 450.32258065  516.71505376]
[ 462.95833333  609.55952381]
[ 337.36612022  600.98907104]
[ 318.62068966  240.98275862]
[ 465.52380952  330.66137566]
[ 469.97354497  549.96296296]
[ 288.69281046  362.47712418]
[ 156.92361111  122.41666667]
[  73.30416667  189.95      ]
[ 594.28717949  497.1025641 ]
[  89.82010582  471.42857143]
[ 428.34375  446.375  ]
[ 384.81560284  526.54609929]
[ 181.5  640. ]
[ 412.58        428.27333333]
[ 608.97716895  374.57077626]
[ 439.77777778  523.57407407]
[ 474.82564103  617.51794872]
[ 350.07407407  585.87037037]
[ 333.88700565  246.48022599]
[ 464.14814815  319.32804233]
[ 475.015625  565.84375 ]
[ 301.11594203  372.73913043]
[ 159.66666667  123.39007092]
[  66.87148594  196.85140562]
[ 596.31770833  506.9375    ]
[  98.         489.2034632]
[ 416.83030303  458.53939394]
[ 373.125       523.97916667]
[ 181.5  640. ]
[ 425.75706215  431.97175141]
[ 605.15625  394.6875 ]
[ 427.47530864  526.17901235]
[ 476.8125      622.11805556]
[ 364.20915033  575.81699346]
[ 348.08805031  253.19496855]
[ 456.56451613  306.80645161]
[ 481.64285714  577.07142857]
[ 306.92198582  387.73049645]
[ 159.76086957  123.38405797]
[  70.93495935  209.07317073]
[ 602.02347418  515.27230047]
[  93.61904762  506.92857143]
[ 407.12962963  467.92592593]
[ 367.625    515.28125]
[ 181.5  640. ]
[ 436.93333333  442.16666667]
[ 601.5         413.36363636]
[ 416.35220126  529.55345912]
[ 469.33333333  630.14814815]
[ 378.40909091  570.13636364]
[ 359.63333333  263.38571429]
[ 448.93464052  295.86928105]
[ 483.33333333  590.62643678]
[ 304.89430894  405.30894309]
[ 160.95321637  139.39766082]
[  69.00469484  223.96713615]
[ 602.17910448  526.00497512]
[  90.96759259  518.13888889]
[ 396.43386243  479.05820106]
[ 363.2962963   502.48677249]
[ 181.5  640. ]
[ 446.89617486  455.49726776]
[ 590.53225806  429.5483871 ]
[ 403.34  532.08]
[ 460.04575163  640.83660131]
[ 393.8115942   565.74637681]
[ 369.16384181  273.14124294]
[ 438.83098592  287.4600939 ]
[ 479.16666667  605.        ]
[ 299.37414966  421.68707483]
[ 164.08571429  157.83809524]
[  61.93421053  238.23245614]
[ 597.18571429  541.4       ]
[  94.65217391  525.85990338]
[ 383.40740741  487.75925926]
[ 358.80225989  488.99435028]
[ 181.5  640. ]
[ 454.55026455  471.03703704]
[ 576.42051282  441.13333333]
[ 391.71153846  533.13461538]
[ 448.2962963   648.38518519]
[ 407.12578616  569.10062893]
[ 377.53125  285.78125]
[ 427.64141414  278.53030303]
[ 467.54545455  612.36363636]
[ 292.34074074  437.11851852]
[ 163.7965368   174.33333333]
[  54.18817204  242.46774194]
[ 586.0483871   558.51612903]
[  95.77464789  525.50234742]
[ 376.56  496.9 ]
[ 357.61375661  472.47089947]
[ 181.5  640. ]
[ 461.5     487.1875]
[ 562.96551724  453.89655172]
[ 379.75        530.35714286]
[ 434.9858156   652.67375887]
[ 419.5  567.5]
[ 384.93567251  297.50292398]
[ 417.45128205  271.02051282]
[ 455.83739837  613.82113821]
[ 279.          448.07142857]
[ 161.5  194. ]
[  48.92820513  237.82051282]
[ 573.07960199  574.33333333]
[ 101.33333333  521.84057971]
[ 365.91194969  503.65408805]
[ 359.72043011  460.        ]
[ 181.5  640. ]
[ 464.40322581  504.61290323]
[ 547.44242424  464.44242424]
[ 368.52910053  525.51322751]
[ 419.14814815  657.8962963 ]
[ 435.93333333  569.86666667]
[ 389.53333333  310.03030303]
[ 415.40740741  270.27160494]
[ 443.56589147  619.40310078]
[ 264.8125   455.03125]
[ 161.23611111  202.24074074]
[  51.06666667  238.5030303 ]
[ 558.35947712  580.8496732 ]
[ 115.55974843  527.00628931]
[ 352.875       505.78333333]
[ 368.34358974  451.39487179]
[ 181.5  640. ]
[ 463.0483871   523.51612903]
[ 535.44827586  475.70689655]
[ 359.96153846  523.57051282]
[ 406.06802721  664.03401361]
[ 447.62068966  571.15517241]
[ 387.11290323  323.12903226]
[ 406.52380952  269.1547619 ]
[ 436.   613.5]
[ 248.79411765  457.89215686]
[ 161.51141553  202.26484018]
[  54.72083333  242.425     ]
[ 539.64539007  583.26241135]
[ 125.33816425  538.93236715]
[ 340.88034188  507.01709402]
[ 378.21383648  444.2327044 ]
[ 181.5  640. ]
[ 460.38251366  535.07103825]
[ 519.56589147  481.40310078]
[ 349.56969697  523.13333333]
[ 397.54263566  674.63565891]
[ 458.95906433  575.6374269 ]
[ 384.  336.]
[ 394.9047619   269.50340136]
[ 429.56969697  603.79393939]
[ 240.10526316  460.10526316]
[ 164.15811966  206.        ]
[  54.85596708  242.4526749 ]
[ 526.86666667  576.46666667]
[ 133.45887446  555.34199134]
[ 326.27672956  503.36477987]
[ 391.68666667  437.76666667]
[ 181.5  640. ]
[ 457.875       546.91666667]
[ 506.76100629  478.52201258]
[ 338.95628415  519.06010929]
[ 387.01626016  682.13821138]
[ 469.0273224   585.49726776]
[ 378.2010582   349.55026455]
[ 383.78846154  268.35897436]
[ 419.33333333  593.73939394]
[ 229.62365591  463.07526882]
[ 165.456621    208.26484018]
[  53.62195122  245.47560976]
[ 515.92896175  565.66120219]
[ 138.76190476  572.91774892]
[ 311.80116959  498.97076023]
[ 404.55555556  438.37908497]
[ 181.5  640. ]
[ 457.75268817  555.8655914 ]
[ 493.2974359   468.45641026]
[ 330.62365591  511.94086022]
[ 382.79674797  685.2601626 ]
[ 478.27513228  600.13227513]
[ 370.14427861  360.960199  ]
[ 383.04444444  268.66666667]
[ 410.65925926  581.11851852]
[ 224.73873874  462.57657658]
[ 165.54954955  208.01351351]
[  51.17695473  251.80658436]
[ 506.77011494  554.97126437]
[ 151.20915033  581.04575163]
[ 296.16410256  490.61025641]
[ 412.5  445.5]
[ 181.5  640. ]
[ 453.36206897  563.03448276]
[ 480.97814208  455.71038251]
[ 324.55714286  501.78571429]
[ 385.22222222  686.29292929]
[ 485.5978836  610.2010582]
[ 359.59562842  367.12021858]
[ 383.23333333  268.83333333]
[ 404.63580247  564.53703704]
[ 208.22764228  460.11382114]
[ 167.95111111  214.89777778]
[  59.36444444  259.57777778]
[ 498.25925926  540.39153439]
[ 165.05464481  590.5136612 ]
[ 283.26666667  484.03333333]
[ 422.69642857  456.67857143]
[ 181.5  640. ]
[ 450.09090909  570.1969697 ]
[ 472.4375   442.15625]
[ 322.78282828  490.98484848]
[ 390.01234568  681.90123457]
[ 488.23474178  622.75117371]
[ 349.48095238  368.14285714]
[ 383.35220126  270.08805031]
[ 404.08333333  550.23333333]
[ 191.1   459.45]
[ 161.89497717  231.42922374]
[  65.725  270.05 ]
[ 494.13541667  525.375     ]
[ 173.52910053  603.5026455 ]
[ 281.06060606  481.6969697 ]
[ 431.98275862  468.68965517]
[ 181.5  640. ]
[ 447.44715447  572.39837398]
[ 466.48022599  426.75706215]
[ 321.36979167  482.375     ]
[ 396.2020202   667.41414141]
[ 487.35151515  628.96969697]
[ 343.37096774  365.12903226]
[ 381.5         268.88461538]
[ 409.38461538  545.55769231]
[ 180.83333333  449.16666667]
[ 149.29004329  241.75757576]
[  59.29385965  283.65789474]
[ 493.90049751  512.45273632]
[ 173.76767677  616.09090909]
[ 277.88888889  471.33333333]
[ 437.78142077  481.9726776 ]
[ 181.5  640. ]
[ 443.84210526  570.39473684]
[ 462.86363636  410.39393939]
[ 321.26570048  471.19806763]
[ 407.4   657.34]
[ 487.18965517  629.20689655]
[ 336.63285024  357.06280193]
[ 371.58333333  260.86309524]
[ 405.46296296  536.59259259]
[ 169.4822695   435.41134752]
[ 142.51351351  242.55405405]
[  60.25777778  285.63555556]
[ 502.10582011  501.45502646]
[ 184.54263566  621.05426357]
[ 276.04054054  457.45945946]
[ 444.84242424  492.93939394]
[ 181.5  640. ]
[ 444.92592593  567.68518519]
[ 463.40625  413.9375 ]
[ 323.97395833  459.125     ]
[ 422.49659864  654.72789116]
[ 485.41333333  628.31333333]
[ 327.61502347  347.82629108]
[ 357.828125  252.      ]
[ 400.5  524.5]
[ 161.8969697   420.06060606]
[ 133.69406393  234.88127854]
[  68.30917874  295.21256039]
[ 512.74731183  491.31182796]
[ 192.72072072  615.87387387]
[ 276.68205128  442.02564103]
[ 447.31073446  501.58757062]
[ 181.5  640. ]
[ 443.20765027  562.61748634]
[ 466.21875  413.03125]
[ 333.84795322  456.87134503]
[ 437.61006289  658.65408805]
[ 474.74358974  622.71794872]
[ 319.39189189  334.75675676]
[ 346.57692308  245.03846154]
[ 400.55747126  506.10344828]
[ 159.01550388  405.40310078]
[ 118.   220.5]
[  76.18473896  308.76305221]
[ 527.56451613  485.06451613]
[ 200.25925926  606.39259259]
[ 278.11111111  426.33333333]
[ 442.46327684  514.21468927]
[ 181.5  640. ]
[ 440.57948718  556.13333333]
[ 473.56830601  411.10928962]
[ 339.57861635  460.1572327 ]
[ 448.85534591  667.05031447]
[ 458.16666667  618.70833333]
[ 313.72380952  321.74285714]
[ 334.15625  234.3125 ]
[ 406.15591398  486.96774194]
[ 160.33986928  388.97385621]
[ 122.11538462  204.58974359]
[  73.55405405  317.48648649]
[ 536.78142077  476.63387978]
[ 218.58695652  604.50724638]
[ 276.765625  411.53125 ]
[ 436.80952381  529.41071429]
[ 181.5  640. ]
[ 437.7431694  553.1420765]
[ 478.48275862  409.81034483]
[ 351.2259887   467.57062147]
[ 455.45512821  667.90384615]
[ 438.73913043  614.89130435]
[ 309.88888889  307.33333333]
[ 327.32828283  220.95454545]
[ 415.109375    471.33333333]
[ 164.71069182  371.35220126]
[ 134.21126761  182.20187793]
[  66.19047619  330.78787879]
[ 547.23899371  468.12578616]
[ 233.33333333  613.66666667]
[ 285.74011299  401.24858757]
[ 429.06111111  538.88333333]
[ 181.5  640. ]
[ 437.55897436  552.63076923]
[ 488.4137931   405.98275862]
[ 360.60512821  476.0974359 ]
[ 467.03448276  667.74712644]
[ 428.5497076   604.74853801]
[ 309.55026455  294.03703704]
[ 326.67142857  219.62857143]
[ 426.35353535  455.97474747]
[ 169.48022599  354.58757062]
[ 147.82089552  163.72139303]
[  66.58571429  337.62857143]
[ 558.68361582  467.58757062]
[ 241.72486772  627.7037037 ]
[ 298.32098765  395.85802469]
[ 414.21212121  546.32121212]
[ 181.5  640. ]
[ 438.52941176  552.61764706]
[ 497.5  407.5]
[ 367.52941176  489.67647059]
[ 479.81818182  670.70909091]
[ 424.29100529  587.08994709]
[ 315.09090909  282.44444444]
[ 326.47179487  216.73333333]
[ 436.84079602  442.69154229]
[ 171.89308176  341.32704403]
[ 169.33830846  152.4278607 ]
[  74.79342723  347.14553991]
[ 570.82389937  466.59748428]
[ 254.43478261  637.36956522]
[ 303.5  391.5]
[ 410.63030303  546.7030303 ]
[ 181.5  640. ]
[ 439.94827586  543.        ]
[ 506.95767196  414.1957672 ]
[ 370.46969697  506.84848485]
[ 491.08743169  671.21311475]
[ 422.29444444  567.5       ]
[ 322.76767677  273.31818182]
[ 327.55555556  216.75      ]
[ 451.72727273  430.68181818]
[ 180.5  326. ]
[ 191.72058824  140.34313725]
[  78.45410628  353.22705314]
[ 580.48275862  467.43103448]
[ 266.85  644.75]
[ 304.37142857  382.69047619]
[ 404.1965812   544.44444444]
[ 181.5  640. ]
[ 440.5  528. ]
[ 517.08080808  424.78787879]
[ 369.87830688  525.1005291 ]
[ 499.28717949  673.75897436]
[ 427.51977401  548.75706215]
[ 334.04678363  271.3625731 ]
[ 327.73333333  216.28717949]
[ 468.75    419.6875]
[ 189.00628931  312.93710692]
[ 211.30054645  128.02185792]
[  75.01351351  366.13513514]
[ 584.62910798  474.62441315]
[ 283.66666667  648.62601626]
[ 306.86666667  377.25641026]
[ 388.8         542.30666667]
[ 181.5  640. ]
[ 442.31216931  513.1957672 ]
[ 526.75    440.9375]
[ 362.29166667  538.26041667]
[ 501.74404762  671.5       ]
[ 433.34502924  536.32748538]
[ 347.60992908  271.21985816]
[ 326.26470588  215.5       ]
[ 483.1420765   409.22404372]
[ 201.33333333  302.57246377]
[ 233.95035461  121.39007092]
[  71.10502283  376.38812785]
[ 589.71505376  481.67741935]
[ 300.88888889  654.02777778]
[ 317.58666667  372.68666667]
[ 380.16666667  540.10416667]
[ 181.5  640. ]
[ 440.68452381  497.92857143]
[ 532.00497512  459.08457711]
[ 352.52511416  550.42009132]
[ 512.04371585  669.3715847 ]
[ 445.13043478  531.84782609]
[ 360.59393939  272.4969697 ]
[ 328.41293532  205.77114428]
[ 500.29100529  402.05820106]
[ 210.27044025  292.22012579]
[ 256.44  120.54]
[  71.36486486  389.81081081]
[ 600.58685446  488.18309859]
[ 309.52298851  662.72413793]
[ 323.80874317  377.43169399]
[ 378.75490196  534.45588235]
[ 181.5  640. ]
[ 439.53703704  482.59259259]
[ 536.2629108   476.92018779]
[ 342.296875  560.8125  ]
[ 519.41798942  663.98412698]
[ 463.86956522  530.8115942 ]
[ 372.72316384  274.93785311]
[ 329.352657    203.16908213]
[ 507.72413793  393.9137931 ]
[ 221.66        282.40666667]
[ 278.8  125.2]
[  70.02941176  405.41176471]
[ 605.1991342   496.23809524]
[ 317.07407407  676.81481481]
[ 326.24867725  387.86772487]
[ 370.67231638  518.95480226]
[ 181.5  640. ]
[ 439.859375  466.375   ]
[ 539.0483871  494.       ]
[ 338.29444444  571.36666667]
[ 531.00497512  654.1840796 ]
[ 482.55769231  534.09615385]
[ 384.53846154  277.5       ]
[ 330.75        200.37254902]
[ 519.60818713  387.67251462]
[ 233.15315315  274.31531532]
[ 296.92948718  135.24358974]
[  70.84738956  422.06827309]
[ 605.75   503.375]
[ 327.46296296  687.14814815]
[ 321.25        390.70833333]
[ 363.98333333  505.1       ]
[ 181.5  640. ]
[ 441.64583333  450.09895833]
[ 531.1  510.8]
[ 328.56084656  578.70899471]
[ 543.48571429  647.39047619]
[ 499.89285714  541.76785714]
[ 395.71904762  284.24285714]
[ 340.75        194.52604167]
[ 535.43715847  384.55191257]
[ 246.5  269. ]
[ 313.29166667  147.89583333]
[  68.37860082  432.58847737]
[ 602.08920188  516.30516432]
[ 328.16666667  693.75      ]
[ 308.72043011  394.59139785]
[ 357.86666667  486.76666667]
[ 181.5  640. ]
[ 450.20512821  435.13333333]
[ 530.15        525.56666667]
[ 320.77294686  588.02415459]
[ 555.9178744   645.07246377]
[ 516.77272727  553.45454545]
[ 404.92424242  294.48484848]
[ 361.23809524  188.14285714]
[ 548.97297297  383.28378378]
[ 260.18181818  276.09090909]
[ 329.04678363  160.16374269]
[  57.28205128  432.76410256]
[ 598.39303483  530.1840796 ]
[ 319.31972789  698.52380952]
[ 298.36612022  403.21857923]
[ 355.45273632  467.93532338]
[ 181.5  640. ]
[ 465.2   427.34]
[ 530.04678363  532.11111111]
[ 309.77777778  591.28395062]
[ 564.00888889  635.12      ]
[ 527.90625  569.84375]
[ 413.95767196  303.42328042]
[ 379.13605442  179.82312925]
[ 561.5  380.5]
[ 273.64814815  284.        ]
[ 330.32291667  176.171875  ]
[  58.82051282  432.61025641]
[ 591.28282828  544.72727273]
[ 307.36        701.98666667]
[ 284.2962963   410.97883598]
[ 355.53448276  450.10344828]
[ 181.5  640. ]
[ 483.5         424.36805556]
[ 529.98275862  532.37931034]
[ 298.66183575  590.78743961]
[ 577.94444444  627.24537037]
[ 526.31313131  584.18181818]
[ 419.83068783  312.57671958]
[ 397.08484848  170.95151515]
[ 573.65196078  388.62745098]
[ 284.66013072  293.73202614]
[ 324.10502283  193.64840183]
[  63.76888889  431.84444444]
[ 580.2020202   559.21212121]
[ 304.46428571  700.64880952]
[ 267.23333333  417.46666667]
[ 360.4  430.5]
[ 181.5  640. ]
[ 499.97484277  427.02515723]
[ 530.18079096  532.85310734]
[ 287.92592593  589.49382716]
[ 588.43421053  616.69736842]
[ 517.24193548  602.06451613]
[ 418.51412429  324.19774011]
[ 418.89115646  165.39455782]
[ 580.5410628   399.90821256]
[ 291.73333333  305.74      ]
[ 311.29353234  201.68159204]
[  70.04975124  423.3681592 ]
[ 565.41530055  572.26775956]
[ 311.43678161  697.42528736]
[ 252.21428571  420.39880952]
[ 375.38461538  417.34615385]
[ 181.5  640. ]
[ 518.01092896  432.80874317]
[ 531.02424242  530.33939394]
[ 277.65384615  585.92307692]
[ 601.21212121  605.74458874]
[ 503.2259887   613.29378531]
[ 416.03125  337.375  ]
[ 443.33333333  163.39007092]
[ 582.56451613  410.77419355]
[ 295.34027778  319.70833333]
[ 298.15625  206.90625]
[  74.59624413  414.48826291]
[ 552.17741935  578.72043011]
[ 312.09090909  685.95454545]
[ 242.0625  425.75  ]
[ 394.08187135  409.48538012]
[ 181.5  640. ]
[ 533.64141414  441.41919192]
[ 530.96296296  530.32716049]
[ 267.84848485  583.0969697 ]
[ 613.23111111  598.68444444]
[ 487.32704403  621.77987421]
[ 410.27860697  352.5721393 ]
[ 466.26086957  166.89130435]
[ 582.43169399  427.67759563]
[ 292.18181818  333.13636364]
[ 282.69154229  208.44278607]
[  79.78125  404.625  ]
[ 538.76923077  584.73076923]
[ 321.85  677.85]
[ 228.51173709  427.49765258]
[ 414.95833333  405.85416667]
[ 181.5  640. ]
[ 547.85185185  448.04232804]
[ 532.35028249  527.87570621]
[ 258.39548023  578.71751412]
[ 615.61574074  591.13888889]
[ 466.91666667  628.82638889]
[ 404.09178744  363.90338164]
[ 489.47727273  172.93181818]
[ 583.14492754  443.90821256]
[ 292.30065359  338.77777778]
[ 268.89071038  201.22404372]
[  80.88541667  402.984375  ]
[ 521.   584.5]
[ 338.10526316  673.63157895]
[ 214.16931217  420.2010582 ]
[ 435.17687075  406.65986395]
[ 181.5  640. ]
[ 561.43386243  452.1957672 ]
[ 531.51851852  523.70899471]
[ 247.38690476  576.23214286]
[ 621.07207207  576.7027027 ]
[ 449.56589147  627.59689922]
[ 396.43859649  372.68421053]
[ 510.41242938  182.72316384]
[ 579.08064516  460.93548387]
[ 287.16161616  340.94949495]
[ 260.0862069   189.37931034]
[  80.39285714  404.08928571]
[ 504.22  579.  ]
[ 354.63703704  666.25925926]
[ 199.99061033  409.61502347]
[ 454.          412.74137931]
[ 181.5  640. ]
[ 567.6372549   460.90686275]
[ 531.96428571  523.14285714]
[ 237.28571429  576.5       ]
[ 629.69777778  562.85333333]
[ 434.86394558  619.68707483]
[ 387.6         381.33888889]
[ 530.72789116  189.27210884]
[ 571.04102564  478.86666667]
[ 279.72380952  339.67619048]
[ 245.11111111  187.16666667]
[  79.39111111  410.11111111]
[ 489.57142857  571.78571429]
[ 368.71875  665.03125]
[ 187.90196078  397.7745098 ]
[ 471.36666667  421.66666667]
[ 181.5  640. ]
[ 571.07575758  475.21212121]
[ 534.02116402  519.93121693]
[ 228.21857923  571.32240437]
[ 643.30917874  555.11594203]
