[ 245.5  616. ]
[ 479.31818182  663.72727273]
[ 539.1299435   664.70056497]
[ 344.17647059  642.5       ]
[ 167.06060606  439.65151515]
[ 533.45578231  615.33333333]
[ 482.93103448  412.0862069 ]
[ 537.58333333  374.7037037 ]
[ 181.5  640. ]
[ 500.65027322  372.36612022]
[ 682.92444444  475.98222222]
[ 567.64327485  240.53216374]
[ 189.39534884  458.89922481]
[  90.39303483  552.76616915]
[ 246.47488584  291.40639269]
[ 398.94623656  262.20967742]
[ 359.93333333  453.36666667]
[ 496.425  665.55 ]
[ 540.96855346  651.91194969]
[ 359.25185185  650.3037037 ]
[ 186.16410256  449.61025641]
[ 540.81761006  597.76100629]
[ 489.55        407.53333333]
[ 554.5         374.03921569]
[ 181.5  640. ]
[ 505.5  362. ]
[ 674.42995169  463.71497585]
[ 560.46560847  255.76719577]
[ 185.94805195  457.84415584]
[ 106.32857143  560.08571429]
[ 238.578125    300.86458333]
[ 396.95906433  267.71345029]
[ 361.46354167  436.4375    ]
[ 513.38636364  667.02272727]
[ 550.42424242  642.68686869]
[ 375.11827957  651.02150538]
[ 202.75621891  454.45771144]
[ 553.36612022  583.10928962]
[ 500.8         406.29333333]
[ 571.83838384  372.05050505]
[ 181.5  640. ]
[ 518.17486339  350.63387978]
[ 673.74885845  446.55251142]
[ 545.45502646  268.92592593]
[ 177.39613527  446.19323671]
[ 123.56444444  574.58222222]
[ 228.61025641  305.28717949]
[ 388.203125  278.171875]
[ 366.02564103  418.83589744]
[ 513.58169935  667.75816993]
[ 563.48148148  635.97037037]
[ 390.7751938   654.15503876]
[ 214.67142857  468.91428571]
[ 569.17567568  575.47297297]
[ 503.57843137  411.58333333]
[ 587.5         370.03921569]
[ 181.5  640. ]
[ 532.53333333  341.36666667]
[ 681.33830846  431.50248756]
[ 533.54871795  277.24102564]
[ 172.85990338  431.70531401]
[ 133.16450216  591.77056277]
[ 226.43961353  292.98067633]
[ 379.81212121  285.04848485]
[ 372.96410256  402.05641026]
[ 500.52380952  676.4047619 ]
[ 569.96551724  628.67241379]
[ 402.13043478  663.80434783]
[ 225.51173709  488.342723  ]
[ 582.11574074  569.33333333]
[ 514.16410256  421.06666667]
[ 600.39047619  367.99047619]
[ 181.5  640. ]
[ 545.66060606  335.22424242]
[ 685.61777778  426.05777778]
[ 516.38888889  283.46969697]
[ 177.68717949  416.31794872]
[ 132.88571429  608.38571429]
[ 218.32420091  278.63926941]
[ 368.06018519  286.14814815]
[ 381.73224044  386.58469945]
[ 486.78518519  688.22962963]
[ 584.42857143  619.45238095]
[ 411.97727273  672.84090909]
[ 230.76328502  510.01932367]
[ 586.88333333  556.41666667]
[ 525.35483871  432.9516129 ]
[ 606.05691057  367.28455285]
[ 181.5  640. ]
[ 558.64971751  326.81920904]
[ 686.46759259  411.5       ]
[ 499.76666667  285.13333333]
[ 187.25        403.32142857]
[ 143.42592593  623.05555556]
[ 213.71861472  259.33333333]
[ 357.54358974  289.73333333]
[ 392.70899471  372.75661376]
[ 476.40625  685.375  ]
[ 596.60818713  616.59064327]
[ 425.05555556  672.44444444]
[ 244.62189055  524.23383085]
[ 599.35897436  547.18974359]
[ 534.90049751  448.54726368]
[ 598.19727891  375.72789116]
[ 181.5  640. ]
[ 571.60869565  323.45652174]
[ 691.87837838  400.81081081]
[ 482.03030303  284.33333333]
[ 197.85416667  397.015625  ]
[ 152.37948718  641.81025641]
[ 213.38812785  236.05936073]
[ 353.43229167  301.03125   ]
[ 401.33846154  361.58974359]
[ 466.92517007  671.54421769]
[ 599.5         606.83870968]
[ 435.08333333  676.05555556]
[ 259.36714976  541.00483092]
[ 613.87439614  539.69082126]
[ 539.63387978  465.44808743]
[ 589.02  391.36]
[ 181.5  640. ]
[ 585.27586207  330.05172414]
[ 689.76068376  393.46153846]
[ 461.5  279. ]
[ 212.23899371  400.61006289]
[ 163.31782946  645.56589147]
[ 217.94285714  213.17142857]
[ 348.53672316  314.80225989]
[ 410.9342723   350.16431925]
[ 459.20833333  659.08333333]
[ 610.1025641   597.24102564]
[ 441.99259259  684.98518519]
[ 268.0625   563.34375]
[ 609.04166667  534.9375    ]
[ 540.51690821  484.0821256 ]
[ 578.20740741  400.71111111]
[ 181.5  640. ]
[ 598.44285714  340.06190476]
[ 692.82828283  381.70707071]
[ 443.11111111  271.64814815]
[ 225.57309942  403.98830409]
[ 177.15217391  643.17391304]
[ 228.5  195. ]
[ 353.53125  327.875  ]
[ 419.39613527  339.99516908]
[ 450.74404762  646.94642857]
[ 616.02941176  587.64705882]
[ 444.33333333  687.81884058]
[ 272.1299435   583.14124294]
[ 597.22875817  532.0130719 ]
[ 534.22395833  497.921875  ]
[ 563.57037037  404.02962963]
[ 181.5  640. ]
[ 610.64141414  351.99494949]
[ 698.87214612  373.543379  ]
[ 427.28205128  261.27692308]
[ 239.7672956   410.62893082]
[ 197.24637681  645.75362319]
[ 247.54411765  180.80882353]
[ 350.46666667  347.98974359]
[ 428.39393939  329.97979798]
[ 455.75925926  635.51851852]
[ 625.24858757  575.4180791 ]
[ 446.24031008  683.00775194]
[ 281.5     600.6875]
[ 585.60119048  521.88095238]
[ 525.  508.]
[ 550.21052632  407.56140351]
[ 181.5  640. ]
[ 620.35294118  363.47058824]
[ 702.79279279  361.07657658]
[ 414.58571429  248.83333333]
[ 249.3625731  423.1871345]
[ 213.28654971  658.40935673]
[ 255.53125  163.21875]
[ 343.90686275  367.17647059]
[ 442.56410256  322.52820513]
[ 461.17741935  616.80645161]
[ 634.64102564  567.61538462]
[ 459.16190476  677.1047619 ]
[ 278.06432749  617.01169591]
[ 577.1920904   507.14689266]
[ 526.1420765   519.09289617]
[ 542.98198198  408.41441441]
[ 181.5  640. ]
[ 630.02564103  373.3974359 ]
[ 710.54358974  351.82051282]
[ 400.95767196  240.43386243]
[ 250.75806452  436.03225806]
[ 217.14705882  674.23529412]
[ 268.14516129  144.67741935]
[ 334.11428571  386.40952381]
[ 456.93678161  316.93103448]
[ 470.10582011  599.45502646]
[ 635.01515152  557.63636364]
[ 471.12403101  679.62015504]
[ 268.80503145  631.71069182]
[ 575.0141844   488.87943262]
[ 518.27363184  535.06965174]
[ 541.5         407.26470588]
[ 181.5  640. ]
[ 634.92682927  386.73170732]
[ 713.77777778  344.86111111]
[ 389.96410256  246.16410256]
[ 248.27513228  449.64021164]
[ 220.48309179  678.9178744 ]
[ 286.24137931  129.66091954]
[ 320.61777778  403.31555556]
[ 472.16666667  314.82758621]
[ 484.12962963  587.7037037 ]
[ 636.44594595  544.89189189]
[ 483.15789474  671.97368421]
[ 258.5177305   645.36879433]
[ 583.35858586  475.53030303]
[ 504.7183908  550.0862069]
[ 542.80620155  407.2248062 ]
[ 181.5  640. ]
[ 640.2705314   399.19323671]
[ 713.75213675  332.8974359 ]
[ 370.26775956  248.44808743]
[ 242.56666667  461.43809524]
[ 220.58461538  679.06666667]
[ 306.23703704  124.7037037 ]
[ 309.68421053  419.92105263]
[ 484.16939891  316.55191257]
[ 489.06010929  573.49726776]
[ 644.88888889  533.51515152]
[ 500.68421053  670.34210526]
[ 245.22727273  651.45454545]
[ 592.49771689  461.43378995]
[ 488.5  561. ]
[ 544.18055556  402.9375    ]
[ 181.5  640. ]
[ 647.28571429  410.97835498]
[ 712.51643192  320.92018779]
[ 351.75  243.5 ]
[ 236.06756757  472.14864865]
[ 225.67149758  679.61835749]
[ 326.76190476  119.65079365]
[ 293.5    434.375]
[ 497.80512821  322.26666667]
[ 499.34615385  565.76923077]
[ 656.15625     528.34895833]
[ 517.15315315  666.18018018]
[ 236.20467836  657.97660819]
[ 597.91397849  450.16129032]
[ 470.09009009  566.38738739]
[ 543.75163399  386.44444444]
[ 181.5  640. ]
[ 653.11872146  422.456621  ]
[ 713.52564103  308.07692308]
[ 335.94179894  236.03703704]
[ 227.82125604  478.80676329]
[ 236.86243386  689.41798942]
[ 345.71527778  124.18055556]
[ 274.77575758  444.97575758]
[ 510.41428571  330.16666667]
[ 516.47619048  556.55782313]
[ 665.01058201  528.76190476]
[ 531.54248366  663.13071895]
[ 231.16  668.46]
[ 591.22033898  441.64971751]
[ 451.68181818  567.73484848]
[ 541.44217687  368.29931973]
[ 181.5  640. ]
[ 654.10714286  436.48809524]
[ 702.10897436  311.75      ]
[ 319.43715847  232.44808743]
[ 218.82222222  484.92888889]
[ 239.88461538  695.96153846]
[ 363.76608187  132.35672515]
[ 254.32258065  452.24731183]
[ 520.05472637  339.77114428]
[ 534.82758621  551.60344828]
[ 665.22374429  528.86757991]
[ 537.27044025  649.36477987]
[ 222.08695652  666.7173913 ]
[ 584.34375  427.59375]
[ 437.13043478  571.30434783]
[ 541.55757576  348.93939394]
[ 181.5  640. ]
[ 654.32888889  450.07555556]
[ 684.53571429  308.19642857]
[ 305.6347032   231.97716895]
[ 211.75641026  486.38034188]
[ 239.93333333  696.26060606]
[ 379.71515152  144.95757576]
[ 241.08920188  447.20657277]
[ 521.17486339  341.07103825]
[ 554.5  550. ]
[ 659.02150538  530.40860215]
[ 552.  638.]
[ 203.27272727  659.81818182]
[ 577.13333333  409.82857143]
[ 421.74074074  571.38271605]
[ 543.94074074  333.42962963]
[ 181.5  640. ]
[ 654.80555556  462.58333333]
[ 668.78231293  301.95238095]
[ 292.1352657   225.65700483]
[ 202.48945148  478.80590717]
[ 243.27222222  693.73333333]
[ 391.4382716   161.03703704]
[ 232.3989071   442.04371585]
[ 515.18181818  348.93939394]
[ 570.40251572  545.70440252]
[ 645.30054645  541.52459016]
[ 569.56462585  631.68707483]
[ 185.43537415  652.68707483]
[ 573.50273224  390.90710383]
[ 404.68794326  566.78014184]
[ 555.65  319.  ]
[ 181.5  640. ]
[ 649.5819209  471.9039548]
[ 658.82857143  291.58571429]
[ 276.75845411  223.3236715 ]
[ 202.10294118  478.35294118]
[ 256.96428571  697.94642857]
[ 399.5    180.125]
[ 232.69651741  442.6318408 ]
[ 501.921875    358.61458333]
[ 583.63522013  550.62893082]
[ 627.40437158  556.12021858]
[ 585.   627.5]
[ 183.88617886  643.66666667]
[ 573.51690821  371.0821256 ]
[ 390.11538462  556.92307692]
[ 570.46666667  305.98095238]
[ 181.5  640. ]
[ 637.49425287  476.20114943]
[ 657.17412935  279.69154229]
[ 266.55714286  217.61428571]
[ 203.42138365  479.93710692]
[ 263.69590643  705.6374269 ]
[ 405.27011494  200.06896552]
[ 231.84577114  442.37810945]
[ 485.08205128  370.45641026]
[ 590.95238095  557.67261905]
[ 608.75661376  570.06878307]
[ 584.5136612   623.53005464]
[ 195.84615385  628.65384615]
[ 577.41666667  354.46759259]
[ 377.46774194  547.16129032]
[ 583.27927928  293.27927928]
[ 181.5  640. ]
[ 623.64        480.61333333]
[ 663.68075117  270.5258216 ]
[ 264.27314815  209.41666667]
[ 211.89506173  477.11111111]
[ 266.72072072  703.36036036]
[ 408.97979798  218.27272727]
[ 231.78125  442.21875]
[ 464.71212121  380.67171717]
[ 590.8700565   557.62146893]
[ 590.10382514  581.12568306]
[ 586.25520833  607.4375    ]
[ 209.04242424  611.13333333]
[ 587.35714286  342.05714286]
[ 366.13475177  541.5035461 ]
[ 588.86507937  280.23809524]
[ 181.5  640. ]
[ 610.85185185  480.46296296]
[ 677.86666667  265.24102564]
[ 263.92018779  209.08920188]
[ 225.          476.29333333]
[ 280.82352941  698.71568627]
[ 400.31515152  233.44848485]
[ 230.03286385  437.75117371]
[ 443.09895833  387.73958333]
[ 590.39393939  553.97575758]
[ 571.24137931  589.63793103]
[ 597.5         599.71264368]
[ 222.79393939  596.43030303]
[ 581.86243386  332.32804233]
[ 367.40935673  532.28654971]
[ 592.32575758  264.31818182]
[ 181.5  640. ]
[ 597.66666667  479.39102564]
[ 688.76719577  260.10582011]
[ 263.46551724  208.62068966]
[ 240.05952381  476.54166667]
[ 298.27777778  701.38888889]
[ 398.67241379  252.4137931 ]
[ 229.86757991  437.53881279]
[ 423.26775956  394.01092896]
[ 596.76100629  549.12578616]
[ 552.86549708  596.91812865]
[ 607.6344086   590.82795699]
[ 239.64  585.98]
[ 575.14814815  316.82010582]
[ 376.01129944  516.72316384]
[ 599.73873874  252.27927928]
[ 181.5  640. ]
[ 590.55707763  471.06392694]
[ 694.19354839  258.53225806]
[ 263.46551724  208.62068966]
[ 256.11111111  480.98148148]
[ 310.86363636  698.09090909]
[ 392.5625   270.84375]
[ 236.82010582  435.75661376]
[ 400.96296296  395.31481481]
[ 602.49758454  550.352657  ]
[ 534.5751634   599.47712418]
[ 618.54871795  578.02051282]
[ 257.37037037  582.54814815]
[ 572.51690821  298.9178744 ]
[ 385.47311828  500.11827957]
[ 611.39047619  256.00952381]
[ 181.5  640. ]
[ 580.48571429  460.73333333]
[ 691.52631579  259.24561404]
[ 263.20833333  208.92857143]
[ 272.3         490.33333333]
[ 323.09876543  685.98765432]
[ 384.44949495  289.04545455]
[ 243.56666667  433.30555556]
[ 378.59562842  392.87978142]
[ 601.19333333  547.39333333]
[ 517.07638889  603.41666667]
[ 630.06467662  572.33333333]
[ 275.50340136  581.33333333]
[ 574.71212121  282.90909091]
[ 394.51912568  486.15300546]
[ 608.37121212  263.54545455]
[ 181.5  640. ]
[ 572.   449.5]
[ 688.74074074  259.65925926]
[ 263.22065728  209.15023474]
[ 284.55555556  498.75925926]
[ 340.7311828  677.6344086]
[ 369.1         300.83333333]
[ 244.5         433.22435897]
[ 357.77435897  386.34358974]
[ 592.62962963  549.45185185]
[ 503.82962963  607.25185185]
[ 644.87943262  561.63120567]
[ 292.08805031  585.5408805 ]
[ 577.41062802  266.37198068]
[ 403.71186441  470.98870056]
[ 602.49659864  279.29931973]
[ 181.5  640. ]
[ 562.82587065  439.07960199]
[ 683.10798122  260.84976526]
[ 258.48945148  209.43459916]
[ 291.34463277  509.46327684]
[ 359.16190476  679.43809524]
[ 354.51470588  309.44117647]
[ 246.93421053  437.20614035]
[ 339.14705882  376.64705882]
[ 575.47826087  554.2826087 ]
[ 488.48022599  605.98870056]
[ 660.35714286  555.57142857]
[ 308.96296296  593.42592593]
[ 584.17647059  258.41666667]
[ 414.80874317  457.8579235 ]
[ 593.25        295.08333333]
[ 181.5  640. ]
[ 555.09950249  426.45273632]
[ 683.13157895  260.98684211]
[ 257.5         208.86403509]
[ 297.63461538  517.75      ]
[ 373.55555556  684.26495726]
[ 336.98076923  314.28205128]
[ 253.97948718  445.19487179]
[ 320.63285024  365.06280193]
[ 557.28104575  560.8496732 ]
[ 472.82513661  598.61202186]
[ 673.69398907  550.91256831]
[ 323.53645833  600.25      ]
[ 594.1957672   251.25925926]
[ 420.5         446.77941176]
[ 579.18699187  310.28455285]
[ 181.5  640. ]
[ 551.91935484  412.77419355]
[ 673.92896175  259.24043716]
[ 257.02116402  210.7037037 ]
[ 307.5497076   517.33918129]
[ 390.02941176  686.88235294]
[ 323.75956284  304.6010929 ]
[ 268.109375  457.546875]
[ 308.56578947  353.39473684]
[ 536.81560284  562.26241135]
[ 459.64285714  587.5       ]
[ 671.75124378  542.5920398 ]
[ 335.47222222  612.16203704]
[ 606.41798942  254.48148148]
[ 428.07575758  435.27272727]
[ 564.42857143  326.78571429]
[ 181.5  640. ]
[ 548.52910053  399.52910053]
[ 665.98850575  263.4137931 ]
[ 257.82159624  211.0657277 ]
[ 310.5         522.83908046]
[ 405.48148148  690.78518519]
[ 311.55882353  295.17647059]
[ 282.85714286  471.83809524]
[ 296.26315789  342.05263158]
[ 520.08496732  568.16339869]
[ 451.0962963   579.94814815]
[ 676.03703704  526.87037037]
[ 344.94708995  624.04232804]
[ 614.68159204  253.33830846]
[ 439.91812865  425.09356725]
[ 548.30952381  340.14285714]
[ 181.5  640. ]
[ 546.26900585  387.07602339]
[ 654.83333333  272.56666667]
[ 257.90277778  211.18518519]
[ 309.56725146  535.35672515]
[ 423.78571429  690.03571429]
[ 298.31555556  283.11555556]
[ 292.08717949  487.12820513]
[ 286.85990338  328.78743961]
[ 502.12418301  569.54248366]
[ 450.95480226  573.31638418]
[ 686.4969697   521.13939394]
[ 349.07352941  640.70588235]
[ 613.17351598  246.33333333]
[ 452.2962963   414.46296296]
[ 529.375  350.5  ]
[ 181.5  640. ]
[ 549.89417989  377.44973545]
[ 640.41935484  283.24193548]
[ 258.11111111  211.11574074]
[ 305.06666667  548.63333333]
[ 438.41085271  692.19379845]
[ 286.30808081  271.35858586]
[ 301.43881857  503.70042194]
[ 276.61111111  316.11111111]
[ 481.21768707  569.01360544]
[ 452.90322581  559.48387097]
[ 688.75641026  519.34188034]
[ 348.23899371  657.11949686]
[ 608.8028169   237.80751174]
[ 467.73049645  408.83687943]
[ 511.475  357.075]
[ 181.5  640. ]
[ 558.30601093  367.15846995]
[ 623.86549708  287.12280702]
[ 218.72941176  227.17647059]
[ 297.1127451   559.47058824]
[ 443.01212121  696.87878788]
[ 275.02185792  263.22404372]
[ 308.41176471  513.23529412]
[ 273.61375661  308.29100529]
[ 461.57333333  569.42666667]
[ 461.21875  550.28125]
[ 680.67661692  514.92039801]
[ 346.67283951  672.05555556]
[ 607.49726776  223.90710383]
[ 481.50314465  406.28930818]
[ 492.98290598  358.34188034]
[ 181.5  640. ]
[ 570.05464481  359.58469945]
[ 612.35632184  281.1954023 ]
[ 214.84153005  232.46448087]
[ 289.2705314   566.02415459]
[ 453.7  696.6]
[ 268.03125  250.625  ]
[ 305.43627451  528.11764706]
[ 274.58469945  306.13661202]
[ 443.02515723  567.63522013]
[ 475.15625     540.77083333]
[ 674.73059361  500.46118721]
[ 350.58  684.8 ]
[ 609.37435897  208.77948718]
[ 495.46783626  405.55555556]
[ 475.5  352. ]
[ 181.5  640. ]
[ 578.23039216  353.47058824]
[ 590.30357143  274.41666667]
[ 212.61172161  238.57509158]
[ 279.44761905  565.61428571]
[ 465.29545455  697.31818182]
[ 268.2034632   238.33333333]
[ 305.2629108   546.41314554]
[ 274.63387978  306.56284153]
[ 423.67295597  557.89308176]
[ 489.6010929   531.30601093]
[ 677.06751055  488.05485232]
[ 342.83687943  692.11347518]
[ 609.90625  195.03125]
[ 507.74074074  403.96296296]
[ 461.62601626  337.03252033]
[ 181.5  640. ]
[ 583.42051282  346.13333333]
[ 566.82142857  264.2202381 ]
[ 208.75        234.34895833]
[ 267.65104167  558.1875    ]
[ 466.13333333  696.39393939]
[ 277.90625  231.28125]
[ 308.05555556  564.83333333]
[ 274.53439153  306.67195767]
[ 404.45128205  545.02051282]
[ 499.63333333  526.53333333]
[ 679.          474.71052632]
[ 335.00854701  698.82905983]
[ 600.29032258  183.0483871 ]
[ 510.50314465  400.46540881]
[ 446.27927928  321.72072072]
[ 181.5  640. ]
[ 590.9030303   346.71515152]
[ 546.75862069  249.9137931 ]
[ 206.56306306  233.66216216]
[ 258.49206349  548.91534392]
[ 463.16666667  693.55555556]
[ 288.92349727  224.55191257]
[ 308.05555556  576.34848485]
[ 274.71875  306.25   ]
[ 390.83040936  529.46783626]
[ 510.94285714  515.58571429]
[ 670.83333333  467.03947368]
[ 336.09259259  700.74074074]
[ 590.32142857  168.39285714]
[ 518.14285714  395.20634921]
[ 440.6462585   313.60544218]
[ 181.5  640. ]
[ 593.89300412  352.84773663]
[ 526.03333333  235.4       ]
[ 208.41269841  233.95767196]
[ 253.39655172  538.27586207]
[ 447.0952381   694.32380952]
[ 303.2  217.9]
[ 292.14285714  582.07142857]
[ 274.37198068  306.46859903]
[ 379.44632768  513.1920904 ]
[ 523.94527363  501.21890547]
[ 666.67965368  452.76190476]
[ 339.03546099  711.68794326]
[ 581.14465409  155.91194969]
[ 529.60544218  393.23129252]
[ 442.28368794  305.14184397]
[ 181.5  640. ]
[ 595.47555556  364.47111111]
[ 506.82513661  223.63387978]
[ 217.05820106  227.42328042]
[ 249.23497268  526.43715847]
[ 426.16161616  693.05050505]
[ 312.66666667  209.64676617]
[ 272.57142857  588.35714286]
[ 273.05164319  307.44131455]
[ 368.43548387  495.87634409]
[ 537.5    491.125]
[ 671.37089202  438.23004695]
[ 350.82666667  706.82666667]
[ 571.92592593  150.2037037 ]
[ 541.94444444  397.79166667]
[ 447.84552846  291.47154472]
[ 181.5  640. ]
[ 597.58823529  377.10294118]
[ 491.2020202   209.78787879]
[ 232.01190476  212.85119048]
[ 249.53846154  513.69230769]
[ 408.25  689.45]
[ 325.28888889  202.33888889]
[ 252.68027211  593.13605442]
[ 271.59393939  308.15757576]
[ 360.16931217  478.64550265]
[ 553.8125  486.5   ]
[ 683.3         435.46666667]
[ 365.46428571  707.57142857]
[ 557.72108844  142.05442177]
[ 552.48888889  406.87111111]
[ 453.26495726  278.44444444]
[ 181.5  640. ]
[ 598.5  389.5]
[ 479.93567251  193.22222222]
[ 250.83333333  198.62643678]
[ 256.31944444  500.25694444]
[ 390.31205674  687.96453901]
[ 341.67241379  196.89655172]
[ 236.875       593.63095238]
[ 270.30718954  309.29411765]
[ 359.81182796  463.38709677]
[ 566.76502732  488.89071038]
[ 696.24731183  430.37096774]
[ 379.   712.5]
[ 549.95597484  133.98742138]
[ 557.44444444  419.51515152]
[ 453.71212121  272.27272727]
[ 181.5  640. ]
[ 597.55251142  396.59360731]
[ 475.26900585  179.25146199]
[ 268.58169935  187.48366013]
[ 264.          489.20833333]
[ 376.83703704  682.96296296]
[ 359.44217687  197.17687075]
[ 227.64646465  599.02525253]
[ 267.48309179  310.9178744 ]
[ 367.86363636  445.6969697 ]
[ 579.70967742  490.72580645]
[ 696.40243902  423.85772358]
[ 390.9375  716.1875]
[ 555.40935673  128.53216374]
[ 556.95897436  435.96410256]
[ 453.63703704  272.65185185]
[ 181.5  640. ]
[ 592.73631841  403.81094527]
[ 480.88888889  161.94771242]
[ 288.    178.25]
[ 273.66666667  479.56737589]
[ 362.35028249  673.09039548]
[ 373.89655172  202.06896552]
[ 222.61764706  602.58333333]
[ 265.58215962  316.13615023]
[ 379.5  429.5]
[ 585.47488584  498.12328767]
[ 700.43621399  411.96707819]
[ 399.76811594  705.33333333]
[ 552.27860697  131.07960199]
[ 552.68181818  455.36363636]
[ 455.21428571  274.03571429]
[ 181.5  640. ]
[ 585.0913242   414.30593607]
[ 483.19393939  148.52121212]
[ 312.17610063  172.59748428]
[ 282.5  475.5]
[ 348.86549708  662.46783626]
[ 391.   208.5]
[ 223.35978836  602.29100529]
[ 260.9543379   315.96803653]
[ 394.37931034  418.39655172]
[ 594.2962963   494.36507937]
[ 701.91570881  412.66283525]
[ 412.5  699. ]
[ 561.44117647  143.82352941]
[ 545.71980676  473.38164251]
[ 456.49305556  280.20833333]
[ 181.5  640. ]
[ 577.00520833  426.890625  ]
[ 493.79234973  136.38797814]
[ 333.33939394  172.13939394]
[ 290.38562092  468.62091503]
[ 334.95628415  649.64480874]
[ 405.34482759  214.46551724]
[ 228.9516129   611.51612903]
[ 259.04329004  317.55411255]
[ 411.          415.05172414]
[ 607.60714286  483.57142857]
[ 700.22222222  413.23555556]
[ 426.78571429  699.03571429]
[ 572.31818182  158.51515152]
[ 534.22413793  488.62068966]
[ 464.10869565  293.17391304]
[ 181.5  640. ]
[ 567.28855721  437.39800995]
[ 509.09615385  131.51923077]
[ 350.32142857  185.07142857]
[ 300.69642857  467.63690476]
[ 322.75621891  635.75621891]
[ 419.35672515  223.76608187]
[ 241.71751412  619.95480226]
[ 257.437751    320.74297189]
[ 419.96296296  408.65608466]
[ 623.94535519  476.20218579]
[ 693.51515152  422.72294372]
[ 430.82608696  693.91304348]
[ 579.43274854  175.71345029]
[ 521.66666667  498.68518519]
[ 471.34057971  310.08695652]
[ 181.5  640. ]
[ 558.80645161  447.56451613]
[ 525.32679739  130.90849673]
[ 365.79393939  201.66060606]
[ 311.92857143  462.57142857]
[ 315.98333333  621.1       ]
[ 429.02515723  238.50314465]
[ 251.82258065  630.96774194]
[ 249.44715447  332.70325203]
[ 432.71428571  396.17857143]
[ 635.97660819  471.74269006]
[ 686.56565657  434.07575758]
[ 435.02272727  682.22727273]
[ 580.84615385  194.96153846]
[ 509.73856209  511.24836601]
[ 475.23703704  327.83703704]
[ 181.5  640. ]
[ 550.4         456.02777778]
[ 541.30894309  132.72357724]
[ 378.92517007  221.38095238]
[ 323.28  462.06]
[ 321.67241379  607.68965517]
[ 427.43169399  251.86338798]
[ 260.95454545  646.3030303 ]
[ 238.30452675  345.40329218]
[ 449.36  387.38]
[ 646.15525114  466.87214612]
[ 680.43137255  445.75      ]
[ 446.76923077  672.42307692]
[ 568.67375887  208.24822695]
[ 490.79084967  514.45751634]
[ 479.8962963   343.80740741]
[ 181.5  640. ]
[ 538.98742138  462.59119497]
[ 557.13605442  135.7414966 ]
[ 387.40606061  241.59393939]
[ 334.16312057  471.11347518]
[ 331.88690476  592.03571429]
[ 422.28787879  267.36363636]
[ 268.32098765  665.56790123]
[ 220.94117647  359.14705882]
[ 467.16091954  385.5       ]
[ 655.23529412  457.84313725]
[ 672.63461538  456.46153846]
[ 461.  673.]
[ 553.98717949  215.27564103]
[ 471.875       517.60714286]
[ 478.34722222  360.75      ]
[ 181.5  640. ]
[ 527.375       466.95833333]
[ 572.47916667  142.41666667]
[ 392.46666667  263.1       ]
[ 340.63030303  478.32121212]
[ 347.0130719  581.5620915]
[ 414.46969697  281.84848485]
[ 280.64848485  677.76969697]
[ 204.08888889  370.24888889]
[ 483.62585034  386.3877551 ]
[ 661.34703196  445.93607306]
[ 671.33333333  457.94557823]
[ 470.36956522  670.08695652]
[ 539.91194969  224.53459119]
[ 452.41666667  517.30555556]
[ 472.45  371.75]
[ 181.5  640. ]
[ 514.90804598  469.85632184]
[ 584.44632768  152.40112994]
[ 388.18965517  281.20689655]
[ 347.77380952  491.58333333]
[ 362.85714286  582.86507937]
[ 408.65608466  293.64021164]
[ 282.68452381  677.07142857]
[ 186.54285714  382.24285714]
[ 499.80357143  392.42857143]
[ 669.13963964  433.40990991]
[ 671.05031447  458.06289308]
[ 480.52592593  660.57037037]
[ 525.    229.82]
[ 432.20915033  513.63398693]
[ 486.975       377.69166667]
[ 181.5  640. ]
[ 502.0070922   469.63120567]
[ 589.91935484  167.93548387]
[ 382.91919192  298.27272727]
[ 351.32026144  502.51633987]
[ 376.8  588. ]
[ 400.53333333  300.37222222]
[ 275.2173913   679.02898551]
[ 167.87179487  387.80769231]
[ 510.76666667  395.76666667]
[ 678.71861472  416.77056277]
[ 671.39583333  458.9375    ]
[ 495.59689922  656.96124031]
[ 516.95628415  225.66666667]
[ 414.52083333  507.58333333]
[ 504.75        383.91666667]
[ 181.5  640. ]
[ 493.26041667  465.734375  ]
[ 595.93785311  183.72316384]
[ 371.77272727  314.78787879]
[ 344.56284153  508.73224044]
[ 390.89285714  591.5       ]
[ 397.57142857  300.10714286]
[ 263.61788618  682.78861789]
[ 149.36318408  389.25870647]
[ 518.10877193  392.24912281]
[ 683.  403.]
[ 670.66666667  458.87820513]
[ 510.08943089  654.8699187 ]
[ 508.66129032  210.90322581]
[ 404.32768362  501.90960452]
[ 504.75        383.91666667]
[ 181.5  640. ]
[ 487.69651741  455.48756219]
[ 599.57142857  199.28571429]
[ 358.91428571  329.56190476]
[ 343.41975309  509.11111111]
[ 402.44086022  599.52688172]
[ 390.9516129   293.77419355]
[ 248.78571429  685.        ]
[ 140.7047619   378.62857143]
[ 527.73202614  390.66013072]
[ 677.5  393. ]
[ 667.61352657  455.09661836]
[ 527.5    656.875]
[ 501.96666667  191.76666667]
[ 405.61375661  497.29100529]
[ 520.7202381   397.97619048]
[ 181.5  640. ]
[ 481.75    442.8125]
[ 598.56666667  217.23333333]
[ 340.84285714  341.41428571]
[ 340.54  497.36]
[ 412.86163522  601.76100629]
[ 379.34871795  284.73333333]
[ 236.56521739  694.36956522]
[ 138.97119342  359.00411523]
[ 544.08148148  405.82962963]
[ 678.21171171  378.78378378]
