0 [ 245.5  616. ]
11 [ 111.15  408.6 ]
12 [ 379.34615385  704.42307692]
13 [ 492.61006289  545.47798742]
14 [ 507.39333333  543.84      ]
15 [ 181.5  640. ]
0 [ 560.54814815  374.08148148]
1 [ 569.13756614  588.4021164 ]
2 [ 443.90909091  255.44444444]
3 [ 106.12169312  460.48148148]
4 [  48.47222222  449.78571429]
5 [ 274.58201058  245.87830688]
6 [ 358.4375      202.54166667]
7 [ 511.63926941  432.83105023]
8 [ 363.24691358  677.28395062]
9 [ 419.77777778  677.72222222]
10 [ 250.14942529  675.09195402]
11 [ 110.92045455  408.38636364]
12 [ 397.5  704. ]
13 [ 480.51724138  541.81034483]
14 [ 548.64        382.73333333]
15 [ 181.5  640. ]
0 [ 550.13636364  380.18181818]
1 [ 579.140625  597.84375 ]
2 [ 447.32828283  243.03030303]
3 [ 111.53571429  445.42857143]
4 [  59.265625    452.79166667]
5 [ 266.6763285   252.77294686]
6 [ 373.75925926  208.74074074]
7 [ 515.22051282  451.32820513]
8 [ 368.43181818  667.97727273]
9 [ 433.73856209  678.64052288]
10 [ 236.5037037   666.19259259]
11 [ 110.68627451  408.30196078]
12 [ 412.26470588  707.82352941]
13 [ 467.98830409  537.06432749]
14 [ 538.7672956   386.71069182]
15 [ 181.5  640. ]
0 [ 541.24  385.58]
1 [ 578.85034014  595.91156463]
2 [ 446.43548387  226.25806452]
3 [ 121.79487179  439.18461538]
4 [  76.67857143  462.82936508]
5 [ 257.86574074  256.41666667]
6 [ 387.74691358  219.06790123]
7 [ 513.98387097  472.35483871]
8 [ 381.5  662. ]
9 [ 442.29559748  684.80503145]
10 [ 234.39655172  649.86206897]
11 [ 110.57429719  408.05220884]
12 [ 423.39784946  705.01075269]
13 [ 454.76960784  530.47058824]
14 [ 529.73099415  394.20467836]
15 [ 181.5  640. ]
0 [ 533.88888889  391.28472222]
1 [ 580.43548387  583.        ]
2 [ 443.05641026  208.28205128]
3 [ 136.39766082  435.78362573]
4 [  89.55823293  479.06827309]
5 [ 257.995671    257.00865801]
6 [ 401.08064516  229.14516129]
7 [ 510.68717949  493.66666667]
8 [ 392.27272727  667.        ]
9 [ 449.83703704  689.2962963 ]
10 [ 233.48205128  629.08717949]
11 [ 110.52222222  408.11111111]
12 [ 439.78571429  700.96428571]
13 [ 443.72777778  521.00555556]
14 [ 522.04848485  400.16969697]
15 [ 181.5  640. ]
0 [ 526.23913043  394.88405797]
1 [ 593.4375      571.10416667]
2 [ 447.31818182  190.18181818]
3 [ 152.23899371  431.12578616]
4 [  89.23809524  497.48809524]
5 [ 257.88888889  257.06018519]
6 [ 410.15151515  242.24242424]
7 [ 502.14285714  506.14285714]
8 [ 401.25203252  671.30894309]
9 [ 453.66666667  701.18888889]
10 [ 235.46774194  609.74193548]
11 [ 110.2991453   408.25641026]
12 [ 463.11363636  686.28787879]
13 [ 435.16091954  509.56896552]
14 [ 514.61538462  396.30769231]
15 [ 181.5  640. ]
0 [ 521.15384615  392.58333333]
1 [ 610.578125  565.921875]
2 [ 454.81481481  179.35185185]
3 [ 169.5952381  429.2202381]
4 [  83.8685446   515.11737089]
5 [ 257.87445887  256.9047619 ]
6 [ 410.93567251  245.25146199]
7 [ 481.26060606  511.75151515]
8 [ 401.23913043  670.95652174]
9 [ 467.82352941  700.32352941]
10 [ 247.69444444  599.98611111]
11 [ 110.24122807  408.39473684]
12 [ 470.68468468  679.84684685]
13 [ 432.4047619   496.17857143]
14 [ 507.25      389.234375]
15 [ 181.5  640. ]
0 [ 504.31730769  381.72435897]
1 [ 621.81481481  557.78306878]
2 [ 473.3625731   178.60233918]
3 [ 184.78911565  427.27210884]
4 [  78.77489177  525.06060606]
5 [ 257.71361502  257.79812207]
6 [ 409.88461538  246.57692308]
7 [ 460.62068966  516.53448276]
8 [ 405.79166667  667.58333333]
9 [ 484.  699.]
10 [ 266.48366013  601.20261438]
11 [ 110.2125      410.82916667]
12 [ 472.92198582  666.81560284]
13 [ 430.50520833  480.25      ]
14 [ 507.25      389.234375]
15 [ 181.5  640. ]
0 [ 503.67054264  375.42248062]
1 [ 632.84541063  545.60386473]
2 [ 491.67251462  177.36842105]
3 [ 193.86666667  420.19393939]
4 [  85.84888889  535.07555556]
5 [ 258.47142857  263.22380952]
6 [ 409.86956522  246.89130435]
7 [ 439.60818713  522.16374269]
8 [ 416.55555556  666.88888889]
9 [ 500.46666667  698.56666667]
10 [ 278.02380952  607.74404762]
11 [ 110.34871795  412.27692308]
12 [ 483.10884354  653.27210884]
13 [ 431.34848485  465.09090909]
14 [ 507.25      389.234375]
15 [ 181.5  640. ]
0 [ 504.83  375.9 ]
1 [ 647.84375  536.0625 ]
2 [ 510.12121212  182.15151515]
3 [ 201.42937853  417.44632768]
4 [  88.21568627  551.27843137]
5 [ 257.64705882  267.85294118]
6 [ 410.00833333  247.375     ]
7 [ 423.60714286  524.92857143]
8 [ 425.125  670.25 ]
9 [ 511.30555556  695.5       ]
10 [ 282.01612903  620.70967742]
11 [ 111.85875706  413.62711864]
12 [ 494.65986395  646.88435374]
13 [ 437.63387978  450.33879781]
14 [ 507.25      389.234375]
15 [ 181.5  640. ]
0 [ 503.71428571  375.03968254]
1 [ 660.79411765  525.39215686]
2 [ 526.82564103  187.08717949]
3 [ 212.81212121  430.64242424]
4 [  83.16862745  554.30196078]
5 [ 257.83333333  268.30555556]
6 [ 411.27011494  246.34482759]
7 [ 406.35185185  515.2962963 ]
8 [ 436.76767677  666.77777778]
9 [ 522.26086957  686.69565217]
10 [ 296.13131313  624.68686869]
11 [ 116.07511737  417.25821596]
12 [ 509.49707602  643.77777778]
13 [ 446.81666667  438.28333333]
14 [ 507.25      389.234375]
15 [ 181.5  640. ]
0 [ 502.02185792  373.43169399]
1 [ 673.18518519  517.69444444]
2 [ 543.36666667  197.53333333]
3 [ 220.46405229  442.97385621]
4 [  83.24390244  554.45528455]
5 [ 247.84057971  288.84057971]
6 [ 411.17857143  245.5       ]
7 [ 390.97814208  500.71038251]
8 [ 450.28947368  664.71052632]
9 [ 532.28248588  679.63841808]
10 [ 309.58865248  634.53900709]
11 [ 130.22404372  425.82513661]
12 [ 519.93333333  635.68888889]
13 [ 459.58064516  427.88709677]
14 [ 509.37037037  381.42962963]
15 [ 181.5  640. ]
0 [ 501.85641026  373.59487179]
1 [ 673.94527363  504.8159204 ]
2 [ 557.96713615  210.65258216]
3 [ 212.11111111  452.24444444]
4 [  85.04761905  553.79761905]
5 [ 247.81981982  289.67567568]
6 [ 410.6875      245.57291667]
7 [ 376.53571429  483.71428571]
8 [ 462.03252033  663.96747967]
9 [ 541.03030303  673.09090909]
10 [ 326.58333333  635.55      ]
11 [ 146.79227053  429.56038647]
12 [ 531.46448087  627.38251366]
13 [ 473.67295597  420.22012579]
14 [ 519.52777778  379.59259259]
15 [ 181.5  640. ]
0 [ 501.81094527  373.8159204 ]
1 [ 677.25821596  488.01877934]
2 [ 569.13636364  226.45454545]
3 [ 200.59915612  456.74261603]
4 [  88.8902439  551.7398374]
5 [ 247.99061033  289.95305164]
6 [ 397.05263158  262.07894737]
7 [ 363.40625   469.421875]
8 [ 479.31818182  663.72727273]
9 [ 539.1299435   664.70056497]
10 [ 344.17647059  642.5       ]
11 [ 167.06060606  439.65151515]
12 [ 533.45578231  615.33333333]
13 [ 482.93103448  412.0862069 ]
14 [ 537.58333333  374.7037037 ]
15 [ 181.5  640. ]
0 [ 500.65027322  372.36612022]
1 [ 682.92444444  475.98222222]
2 [ 567.64327485  240.53216374]
3 [ 189.39534884  458.89922481]
4 [  90.39303483  552.76616915]
5 [ 246.47488584  291.40639269]
6 [ 398.94623656  262.20967742]
7 [ 359.93333333  453.36666667]
8 [ 496.425  665.55 ]
9 [ 540.96855346  651.91194969]
10 [ 359.25185185  650.3037037 ]
11 [ 186.16410256  449.61025641]
12 [ 540.81761006  597.76100629]
13 [ 489.55        407.53333333]
14 [ 554.5         374.03921569]
15 [ 181.5  640. ]
0 [ 505.5  362. ]
1 [ 674.42995169  463.71497585]
2 [ 560.46560847  255.76719577]
3 [ 185.94805195  457.84415584]
4 [ 106.32857143  560.08571429]
5 [ 238.578125    300.86458333]
6 [ 396.95906433  267.71345029]
7 [ 361.46354167  436.4375    ]
8 [ 513.38636364  667.02272727]
9 [ 550.42424242  642.68686869]
10 [ 375.11827957  651.02150538]
11 [ 202.75621891  454.45771144]
12 [ 553.36612022  583.10928962]
13 [ 500.8         406.29333333]
14 [ 571.83838384  372.05050505]
15 [ 181.5  640. ]
0 [ 518.17486339  350.63387978]
1 [ 673.74885845  446.55251142]
2 [ 545.45502646  268.92592593]
3 [ 177.39613527  446.19323671]
4 [ 123.56444444  574.58222222]
5 [ 228.61025641  305.28717949]
6 [ 388.203125  278.171875]
7 [ 366.02564103  418.83589744]
8 [ 513.58169935  667.75816993]
9 [ 563.48148148  635.97037037]
10 [ 390.7751938   654.15503876]
11 [ 214.67142857  468.91428571]
12 [ 569.17567568  575.47297297]
13 [ 503.57843137  411.58333333]
14 [ 587.5         370.03921569]
15 [ 181.5  640. ]
0 [ 532.53333333  341.36666667]
1 [ 681.33830846  431.50248756]
2 [ 533.54871795  277.24102564]
3 [ 172.85990338  431.70531401]
4 [ 133.16450216  591.77056277]
5 [ 226.43961353  292.98067633]
6 [ 379.81212121  285.04848485]
7 [ 372.96410256  402.05641026]
8 [ 500.52380952  676.4047619 ]
9 [ 569.96551724  628.67241379]
10 [ 402.13043478  663.80434783]
11 [ 225.51173709  488.342723  ]
12 [ 582.11574074  569.33333333]
13 [ 514.16410256  421.06666667]
14 [ 600.39047619  367.99047619]
15 [ 181.5  640. ]
0 [ 545.66060606  335.22424242]
1 [ 685.61777778  426.05777778]
2 [ 516.38888889  283.46969697]
3 [ 177.68717949  416.31794872]
4 [ 132.88571429  608.38571429]
5 [ 218.32420091  278.63926941]
6 [ 368.06018519  286.14814815]
7 [ 381.73224044  386.58469945]
8 [ 486.78518519  688.22962963]
9 [ 584.42857143  619.45238095]
10 [ 411.97727273  672.84090909]
11 [ 230.76328502  510.01932367]
12 [ 586.88333333  556.41666667]
13 [ 525.35483871  432.9516129 ]
14 [ 606.05691057  367.28455285]
15 [ 181.5  640. ]
0 [ 558.64971751  326.81920904]
1 [ 686.46759259  411.5       ]
2 [ 499.76666667  285.13333333]
3 [ 187.25        403.32142857]
4 [ 143.42592593  623.05555556]
5 [ 213.71861472  259.33333333]
6 [ 357.54358974  289.73333333]
7 [ 392.70899471  372.75661376]
8 [ 476.40625  685.375  ]
9 [ 596.60818713  616.59064327]
10 [ 425.05555556  672.44444444]
11 [ 244.62189055  524.23383085]
12 [ 599.35897436  547.18974359]
13 [ 534.90049751  448.54726368]
14 [ 598.19727891  375.72789116]
15 [ 181.5  640. ]
0 [ 571.60869565  323.45652174]
1 [ 691.87837838  400.81081081]
2 [ 482.03030303  284.33333333]
3 [ 197.85416667  397.015625  ]
4 [ 152.37948718  641.81025641]
5 [ 213.38812785  236.05936073]
6 [ 353.43229167  301.03125   ]
7 [ 401.33846154  361.58974359]
8 [ 466.92517007  671.54421769]
9 [ 599.5         606.83870968]
10 [ 435.08333333  676.05555556]
11 [ 259.36714976  541.00483092]
12 [ 613.87439614  539.69082126]
13 [ 539.63387978  465.44808743]
14 [ 589.02  391.36]
15 [ 181.5  640. ]
0 [ 585.27586207  330.05172414]
1 [ 689.76068376  393.46153846]
2 [ 461.5  279. ]
3 [ 212.23899371  400.61006289]
4 [ 163.31782946  645.56589147]
5 [ 217.94285714  213.17142857]
6 [ 348.53672316  314.80225989]
7 [ 410.9342723   350.16431925]
8 [ 459.20833333  659.08333333]
9 [ 610.1025641   597.24102564]
10 [ 441.99259259  684.98518519]
11 [ 268.0625   563.34375]
12 [ 609.04166667  534.9375    ]
13 [ 540.51690821  484.0821256 ]
14 [ 578.20740741  400.71111111]
15 [ 181.5  640. ]
0 [ 598.44285714  340.06190476]
1 [ 692.82828283  381.70707071]
2 [ 443.11111111  271.64814815]
3 [ 225.57309942  403.98830409]
4 [ 177.15217391  643.17391304]
5 [ 228.5  195. ]
6 [ 353.53125  327.875  ]
7 [ 419.39613527  339.99516908]
8 [ 450.74404762  646.94642857]
9 [ 616.02941176  587.64705882]
10 [ 444.33333333  687.81884058]
11 [ 272.1299435   583.14124294]
12 [ 597.22875817  532.0130719 ]
13 [ 534.22395833  497.921875  ]
14 [ 563.57037037  404.02962963]
15 [ 181.5  640. ]
0 [ 610.64141414  351.99494949]
1 [ 698.87214612  373.543379  ]
2 [ 427.28205128  261.27692308]
3 [ 239.7672956   410.62893082]
4 [ 197.24637681  645.75362319]
5 [ 247.54411765  180.80882353]
6 [ 350.46666667  347.98974359]
7 [ 428.39393939  329.97979798]
8 [ 455.75925926  635.51851852]
9 [ 625.24858757  575.4180791 ]
10 [ 446.24031008  683.00775194]
11 [ 281.5     600.6875]
12 [ 585.60119048  521.88095238]
13 [ 525.  508.]
14 [ 550.21052632  407.56140351]
15 [ 181.5  640. ]
0 [ 620.35294118  363.47058824]
1 [ 702.79279279  361.07657658]
2 [ 414.58571429  248.83333333]
3 [ 249.3625731  423.1871345]
4 [ 213.28654971  658.40935673]
5 [ 255.53125  163.21875]
6 [ 343.90686275  367.17647059]
7 [ 442.56410256  322.52820513]
8 [ 461.17741935  616.80645161]
9 [ 634.64102564  567.61538462]
10 [ 459.16190476  677.1047619 ]
11 [ 278.06432749  617.01169591]
12 [ 577.1920904   507.14689266]
13 [ 526.1420765   519.09289617]
14 [ 542.98198198  408.41441441]
15 [ 181.5  640. ]
0 [ 630.02564103  373.3974359 ]
1 [ 710.54358974  351.82051282]
2 [ 400.95767196  240.43386243]
3 [ 250.75806452  436.03225806]
4 [ 217.14705882  674.23529412]
5 [ 268.14516129  144.67741935]
6 [ 334.11428571  386.40952381]
7 [ 456.93678161  316.93103448]
8 [ 470.10582011  599.45502646]
9 [ 635.01515152  557.63636364]
10 [ 471.12403101  679.62015504]
11 [ 268.80503145  631.71069182]
12 [ 575.0141844   488.87943262]
13 [ 518.27363184  535.06965174]
14 [ 541.5         407.26470588]
15 [ 181.5  640. ]
0 [ 634.92682927  386.73170732]
1 [ 713.77777778  344.86111111]
2 [ 389.96410256  246.16410256]
3 [ 248.27513228  449.64021164]
4 [ 220.48309179  678.9178744 ]
5 [ 286.24137931  129.66091954]
6 [ 320.61777778  403.31555556]
7 [ 472.16666667  314.82758621]
8 [ 484.12962963  587.7037037 ]
9 [ 636.44594595  544.89189189]
10 [ 483.15789474  671.97368421]
11 [ 258.5177305   645.36879433]
12 [ 583.35858586  475.53030303]
13 [ 504.7183908  550.0862069]
14 [ 542.80620155  407.2248062 ]
15 [ 181.5  640. ]
0 [ 640.2705314   399.19323671]
1 [ 713.75213675  332.8974359 ]
2 [ 370.26775956  248.44808743]
3 [ 242.56666667  461.43809524]
4 [ 220.58461538  679.06666667]
5 [ 306.23703704  124.7037037 ]
6 [ 309.68421053  419.92105263]
7 [ 484.16939891  316.55191257]
8 [ 489.06010929  573.49726776]
9 [ 644.88888889  533.51515152]
10 [ 500.68421053  670.34210526]
11 [ 245.22727273  651.45454545]
12 [ 592.49771689  461.43378995]
13 [ 488.5  561. ]
14 [ 544.18055556  402.9375    ]
15 [ 181.5  640. ]
0 [ 647.28571429  410.97835498]
1 [ 712.51643192  320.92018779]
2 [ 351.75  243.5 ]
3 [ 236.06756757  472.14864865]
4 [ 225.67149758  679.61835749]
5 [ 326.76190476  119.65079365]
6 [ 293.5    434.375]
7 [ 497.80512821  322.26666667]
8 [ 499.34615385  565.76923077]
9 [ 656.15625     528.34895833]
10 [ 517.15315315  666.18018018]
11 [ 236.20467836  657.97660819]
12 [ 597.91397849  450.16129032]
13 [ 470.09009009  566.38738739]
14 [ 543.75163399  386.44444444]
15 [ 181.5  640. ]
0 [ 653.11872146  422.456621  ]
1 [ 713.52564103  308.07692308]
2 [ 335.94179894  236.03703704]
3 [ 227.82125604  478.80676329]
4 [ 236.86243386  689.41798942]
5 [ 345.71527778  124.18055556]
6 [ 274.77575758  444.97575758]
7 [ 510.41428571  330.16666667]
8 [ 516.47619048  556.55782313]
9 [ 665.01058201  528.76190476]
10 [ 531.54248366  663.13071895]
11 [ 231.16  668.46]
12 [ 591.22033898  441.64971751]
13 [ 451.68181818  567.73484848]
14 [ 541.44217687  368.29931973]
15 [ 181.5  640. ]
0 [ 654.10714286  436.48809524]
1 [ 702.10897436  311.75      ]
2 [ 319.43715847  232.44808743]
3 [ 218.82222222  484.92888889]
4 [ 239.88461538  695.96153846]
5 [ 363.76608187  132.35672515]
6 [ 254.32258065  452.24731183]
7 [ 520.05472637  339.77114428]
8 [ 534.82758621  551.60344828]
9 [ 665.22374429  528.86757991]
10 [ 537.27044025  649.36477987]
11 [ 222.08695652  666.7173913 ]
12 [ 584.34375  427.59375]
13 [ 437.13043478  571.30434783]
14 [ 541.55757576  348.93939394]
15 [ 181.5  640. ]
0 [ 654.32888889  450.07555556]
1 [ 684.53571429  308.19642857]
2 [ 305.6347032   231.97716895]
3 [ 211.75641026  486.38034188]
4 [ 239.93333333  696.26060606]
5 [ 379.71515152  144.95757576]
6 [ 241.08920188  447.20657277]
7 [ 521.17486339  341.07103825]
8 [ 554.5  550. ]
9 [ 659.02150538  530.40860215]
10 [ 552.  638.]
11 [ 203.27272727  659.81818182]
12 [ 577.13333333  409.82857143]
13 [ 421.74074074  571.38271605]
14 [ 543.94074074  333.42962963]
15 [ 181.5  640. ]
0 [ 654.80555556  462.58333333]
1 [ 668.78231293  301.95238095]
2 [ 292.1352657   225.65700483]
3 [ 202.48945148  478.80590717]
4 [ 243.27222222  693.73333333]
5 [ 391.4382716   161.03703704]
6 [ 232.3989071   442.04371585]
7 [ 515.18181818  348.93939394]
8 [ 570.40251572  545.70440252]
9 [ 645.30054645  541.52459016]
10 [ 569.56462585  631.68707483]
11 [ 185.43537415  652.68707483]
12 [ 573.50273224  390.90710383]
13 [ 404.68794326  566.78014184]
14 [ 555.65  319.  ]
15 [ 181.5  640. ]
0 [ 649.5819209  471.9039548]
1 [ 658.82857143  291.58571429]
2 [ 276.75845411  223.3236715 ]
3 [ 202.10294118  478.35294118]
4 [ 256.96428571  697.94642857]
5 [ 399.5    180.125]
6 [ 232.69651741  442.6318408 ]
7 [ 501.921875    358.61458333]
8 [ 583.63522013  550.62893082]
9 [ 627.40437158  556.12021858]
10 [ 585.   627.5]
11 [ 183.88617886  643.66666667]
12 [ 573.51690821  371.0821256 ]
13 [ 390.11538462  556.92307692]
14 [ 570.46666667  305.98095238]
15 [ 181.5  640. ]
0 [ 637.49425287  476.20114943]
1 [ 657.17412935  279.69154229]
2 [ 266.55714286  217.61428571]
3 [ 203.42138365  479.93710692]
4 [ 263.69590643  705.6374269 ]
5 [ 405.27011494  200.06896552]
6 [ 231.84577114  442.37810945]
7 [ 485.08205128  370.45641026]
8 [ 590.95238095  557.67261905]
9 [ 608.75661376  570.06878307]
10 [ 584.5136612   623.53005464]
11 [ 195.84615385  628.65384615]
12 [ 577.41666667  354.46759259]
13 [ 377.46774194  547.16129032]
14 [ 583.27927928  293.27927928]
15 [ 181.5  640. ]
0 [ 623.64        480.61333333]
1 [ 663.68075117  270.5258216 ]
2 [ 264.27314815  209.41666667]
3 [ 211.89506173  477.11111111]
4 [ 266.72072072  703.36036036]
5 [ 408.97979798  218.27272727]
6 [ 231.78125  442.21875]
7 [ 464.71212121  380.67171717]
8 [ 590.8700565   557.62146893]
9 [ 590.10382514  581.12568306]
10 [ 586.25520833  607.4375    ]
11 [ 209.04242424  611.13333333]
12 [ 587.35714286  342.05714286]
13 [ 366.13475177  541.5035461 ]
14 [ 588.86507937  280.23809524]
15 [ 181.5  640. ]
0 [ 610.85185185  480.46296296]
1 [ 677.86666667  265.24102564]
2 [ 263.92018779  209.08920188]
3 [ 225.          476.29333333]
4 [ 280.82352941  698.71568627]
5 [ 400.31515152  233.44848485]
6 [ 230.03286385  437.75117371]
7 [ 443.09895833  387.73958333]
8 [ 590.39393939  553.97575758]
9 [ 571.24137931  589.63793103]
10 [ 597.5         599.71264368]
11 [ 222.79393939  596.43030303]
12 [ 581.86243386  332.32804233]
13 [ 367.40935673  532.28654971]
14 [ 592.32575758  264.31818182]
15 [ 181.5  640. ]
0 [ 597.66666667  479.39102564]
1 [ 688.76719577  260.10582011]
2 [ 263.46551724  208.62068966]
3 [ 240.05952381  476.54166667]
4 [ 298.27777778  701.38888889]
5 [ 398.67241379  252.4137931 ]
6 [ 229.86757991  437.53881279]
7 [ 423.26775956  394.01092896]
8 [ 596.76100629  549.12578616]
9 [ 552.86549708  596.91812865]
10 [ 607.6344086   590.82795699]
11 [ 239.64  585.98]
12 [ 575.14814815  316.82010582]
13 [ 376.01129944  516.72316384]
14 [ 599.73873874  252.27927928]
15 [ 181.5  640. ]
0 [ 590.55707763  471.06392694]
1 [ 694.19354839  258.53225806]
2 [ 263.46551724  208.62068966]
3 [ 256.11111111  480.98148148]
4 [ 310.86363636  698.09090909]
5 [ 392.5625   270.84375]
6 [ 236.82010582  435.75661376]
7 [ 400.96296296  395.31481481]
8 [ 602.49758454  550.352657  ]
9 [ 534.5751634   599.47712418]
10 [ 618.54871795  578.02051282]
11 [ 257.37037037  582.54814815]
12 [ 572.51690821  298.9178744 ]
13 [ 385.47311828  500.11827957]
14 [ 611.39047619  256.00952381]
15 [ 181.5  640. ]
0 [ 580.48571429  460.73333333]
1 [ 691.52631579  259.24561404]
2 [ 263.20833333  208.92857143]
3 [ 272.3         490.33333333]
4 [ 323.09876543  685.98765432]
5 [ 384.44949495  289.04545455]
6 [ 243.56666667  433.30555556]
7 [ 378.59562842  392.87978142]
8 [ 601.19333333  547.39333333]
9 [ 517.07638889  603.41666667]
10 [ 630.06467662  572.33333333]
11 [ 275.50340136  581.33333333]
12 [ 574.71212121  282.90909091]
13 [ 394.51912568  486.15300546]
14 [ 608.37121212  263.54545455]
15 [ 181.5  640. ]
0 [ 572.   449.5]
1 [ 688.74074074  259.65925926]
2 [ 263.22065728  209.15023474]
3 [ 284.55555556  498.75925926]
4 [ 340.7311828  677.6344086]
5 [ 369.1         300.83333333]
6 [ 244.5         433.22435897]
7 [ 357.77435897  386.34358974]
8 [ 592.62962963  549.45185185]
9 [ 503.82962963  607.25185185]
10 [ 644.87943262  561.63120567]
11 [ 292.08805031  585.5408805 ]
12 [ 577.41062802  266.37198068]
13 [ 403.71186441  470.98870056]
14 [ 602.49659864  279.29931973]
15 [ 181.5  640. ]
0 [ 562.82587065  439.07960199]
1 [ 683.10798122  260.84976526]
2 [ 258.48945148  209.43459916]
3 [ 291.34463277  509.46327684]
4 [ 359.16190476  679.43809524]
5 [ 354.51470588  309.44117647]
6 [ 246.93421053  437.20614035]
7 [ 339.14705882  376.64705882]
8 [ 575.47826087  554.2826087 ]
9 [ 488.48022599  605.98870056]
10 [ 660.35714286  555.57142857]
11 [ 308.96296296  593.42592593]
12 [ 584.17647059  258.41666667]
13 [ 414.80874317  457.8579235 ]
14 [ 593.25        295.08333333]
15 [ 181.5  640. ]
0 [ 555.09950249  426.45273632]
1 [ 683.13157895  260.98684211]
2 [ 257.5         208.86403509]
3 [ 297.63461538  517.75      ]
4 [ 373.55555556  684.26495726]
5 [ 336.98076923  314.28205128]
6 [ 253.97948718  445.19487179]
7 [ 320.63285024  365.06280193]
8 [ 557.28104575  560.8496732 ]
9 [ 472.82513661  598.61202186]
10 [ 673.69398907  550.91256831]
11 [ 323.53645833  600.25      ]
12 [ 594.1957672   251.25925926]
13 [ 420.5         446.77941176]
14 [ 579.18699187  310.28455285]
15 [ 181.5  640. ]
0 [ 551.91935484  412.77419355]
1 [ 673.92896175  259.24043716]
2 [ 257.02116402  210.7037037 ]
3 [ 307.5497076   517.33918129]
4 [ 390.02941176  686.88235294]
5 [ 323.75956284  304.6010929 ]
6 [ 268.109375  457.546875]
7 [ 308.56578947  353.39473684]
8 [ 536.81560284  562.26241135]
9 [ 459.64285714  587.5       ]
10 [ 671.75124378  542.5920398 ]
11 [ 335.47222222  612.16203704]
12 [ 606.41798942  254.48148148]
13 [ 428.07575758  435.27272727]
14 [ 564.42857143  326.78571429]
15 [ 181.5  640. ]
0 [ 548.52910053  399.52910053]
1 [ 665.98850575  263.4137931 ]
2 [ 257.82159624  211.0657277 ]
3 [ 310.5         522.83908046]
4 [ 405.48148148  690.78518519]
5 [ 311.55882353  295.17647059]
6 [ 282.85714286  471.83809524]
7 [ 296.26315789  342.05263158]
8 [ 520.08496732  568.16339869]
9 [ 451.0962963   579.94814815]
10 [ 676.03703704  526.87037037]
11 [ 344.94708995  624.04232804]
12 [ 614.68159204  253.33830846]
13 [ 439.91812865  425.09356725]
14 [ 548.30952381  340.14285714]
15 [ 181.5  640. ]
0 [ 546.26900585  387.07602339]
1 [ 654.83333333  272.56666667]
2 [ 257.90277778  211.18518519]
3 [ 309.56725146  535.35672515]
4 [ 423.78571429  690.03571429]
5 [ 298.31555556  283.11555556]
6 [ 292.08717949  487.12820513]
7 [ 286.85990338  328.78743961]
8 [ 502.12418301  569.54248366]
9 [ 450.95480226  573.31638418]
10 [ 686.4969697   521.13939394]
11 [ 349.07352941  640.70588235]
12 [ 613.17351598  246.33333333]
13 [ 452.2962963   414.46296296]
14 [ 529.375  350.5  ]
15 [ 181.5  640. ]
0 [ 549.89417989  377.44973545]
1 [ 640.41935484  283.24193548]
2 [ 258.11111111  211.11574074]
3 [ 305.06666667  548.63333333]
4 [ 438.41085271  692.19379845]
5 [ 286.30808081  271.35858586]
6 [ 301.43881857  503.70042194]
7 [ 276.61111111  316.11111111]
8 [ 481.21768707  569.01360544]
9 [ 452.90322581  559.48387097]
10 [ 688.75641026  519.34188034]
11 [ 348.23899371  657.11949686]
12 [ 608.8028169   237.80751174]
13 [ 467.73049645  408.83687943]
14 [ 511.475  357.075]
15 [ 181.5  640. ]
0 [ 558.30601093  367.15846995]
1 [ 623.86549708  287.12280702]
2 [ 218.72941176  227.17647059]
3 [ 297.1127451   559.47058824]
4 [ 443.01212121  696.87878788]
5 [ 275.02185792  263.22404372]
6 [ 308.41176471  513.23529412]
7 [ 273.61375661  308.29100529]
8 [ 461.57333333  569.42666667]
9 [ 461.21875  550.28125]
10 [ 680.67661692  514.92039801]
11 [ 346.67283951  672.05555556]
12 [ 607.49726776  223.90710383]
13 [ 481.50314465  406.28930818]
14 [ 492.98290598  358.34188034]
15 [ 181.5  640. ]
0 [ 570.05464481  359.58469945]
1 [ 612.35632184  281.1954023 ]
2 [ 214.84153005  232.46448087]
3 [ 289.2705314   566.02415459]
4 [ 453.7  696.6]
5 [ 268.03125  250.625  ]
6 [ 305.43627451  528.11764706]
7 [ 274.58469945  306.13661202]
8 [ 443.02515723  567.63522013]
9 [ 475.15625     540.77083333]
10 [ 674.73059361  500.46118721]
11 [ 350.58  684.8 ]
12 [ 609.37435897  208.77948718]
13 [ 495.46783626  405.55555556]
14 [ 475.5  352. ]
15 [ 181.5  640. ]
0 [ 578.23039216  353.47058824]
1 [ 590.30357143  274.41666667]
2 [ 212.61172161  238.57509158]
3 [ 279.44761905  565.61428571]
4 [ 465.29545455  697.31818182]
5 [ 268.2034632   238.33333333]
6 [ 305.2629108   546.41314554]
7 [ 274.63387978  306.56284153]
8 [ 423.67295597  557.89308176]
9 [ 489.6010929   531.30601093]
10 [ 677.06751055  488.05485232]
11 [ 342.83687943  692.11347518]
12 [ 609.90625  195.03125]
13 [ 507.74074074  403.96296296]
14 [ 461.62601626  337.03252033]
15 [ 181.5  640. ]
0 [ 583.42051282  346.13333333]
1 [ 566.82142857  264.2202381 ]
2 [ 208.75        234.34895833]
3 [ 267.65104167  558.1875    ]
4 [ 466.13333333  696.39393939]
5 [ 277.90625  231.28125]
