0 [ 245.5  616. ]
5 [ 336.53225806  265.75268817]
6 [ 473.33879781  555.20218579]
7 [ 338.85714286  444.13333333]
8 [ 416.  551.]
9 [ 587.62564103  110.77948718]
10 [ 563.72327044   77.71069182]
11 [ 590.0862069   614.33908046]
12 [ 382.15238095   39.56190476]
13 [ 332.19402985  308.11442786]
14 [ 486.43548387  429.77419355]
15 [ 181.5  640. ]
0 [ 456.11442786  460.15920398]
1 [ 490.49751244  277.64179104]
2 [ 331.17412935  344.69154229]
3 [ 447.30994152  624.32163743]
4 [ 379.14285714  635.92857143]
5 [ 355.16352201  256.67295597]
6 [ 473.64021164  555.08465608]
7 [ 339.79411765  444.55882353]
8 [ 411.32380952  567.0952381 ]
9 [ 582.12380952  112.53333333]
10 [ 548.88405797   76.02898551]
11 [ 576.58730159  618.37301587]
12 [ 371.25925926   38.09259259]
13 [ 340.55714286  290.25714286]
14 [ 486.02051282  441.08717949]
15 [ 181.5  640. ]
0 [ 450.1875  450.6875]
1 [ 481.5  265.5]
2 [ 317.76995305  341.35680751]
3 [ 447.72327044  624.49685535]
4 [ 372.67857143  646.42857143]
5 [ 375.5         251.63095238]
6 [ 473.82564103  554.60512821]
7 [ 340.52657005  444.18357488]
8 [ 399.88172043  575.33333333]
9 [ 570.11711712  122.09009009]
10 [ 532.55555556   74.38888889]
11 [ 563.35658915  620.62015504]
12 [ 352.43478261   45.74637681]
13 [ 353.19883041  274.87719298]
14 [ 484.1969697   452.60606061]
15 [ 181.5  640. ]
0 [ 444.73958333  440.125     ]
1 [ 478.28930818  257.68553459]
2 [ 302.45502646  335.02116402]
3 [ 441.62411348  630.60283688]
4 [ 363.98  653.84]
5 [ 395.79166667  252.61111111]
6 [ 477.44827586  549.32758621]
7 [ 337.0994152   436.41520468]
8 [ 383.17333333  580.33333333]
9 [ 552.05263158  119.81578947]
10 [ 524.58865248   59.35460993]
11 [ 547.91056911  622.47154472]
12 [ 330.94230769   46.53846154]
13 [ 370.   263.5]
14 [ 478.46560847  464.92592593]
15 [ 181.5  640. ]
0 [ 443.45273632  428.93532338]
1 [ 481.90860215  247.88709677]
2 [ 287.80888889  329.86222222]
3 [ 434.04575163  639.83660131]
4 [ 351.8   660.02]
5 [ 415.14814815  258.25308642]
6 [ 483.53051643  544.78403756]
7 [ 329.78014184  427.89361702]
8 [ 364.65        582.78333333]
9 [ 539.75956284  108.2568306 ]
10 [ 516.49425287   49.95402299]
11 [ 534.70833333  619.52777778]
12 [ 316.26553672   55.4180791 ]
13 [ 375.98870056  259.11299435]
14 [ 470.09375  476.28125]
15 [ 181.5  640. ]
0 [ 446.32758621  418.5862069 ]
1 [ 491.17486339  237.92896175]
2 [ 273.5462963   321.95833333]
3 [ 427.92261905  649.39285714]
4 [ 340.11538462  660.46153846]
5 [ 433.06666667  264.16666667]
6 [ 491.61502347  534.9342723 ]
7 [ 341.22222222  425.37426901]
8 [ 348.32183908  579.91954023]
9 [ 527.15517241   93.48275862]
10 [ 506.82795699   43.17204301]
11 [ 524.35185185  614.44444444]
12 [ 298.75163399   68.08496732]
13 [ 382.60818713  257.26900585]
14 [ 461.42937853  484.75141243]
15 [ 181.5  640. ]
0 [ 452.98333333  409.1       ]
1 [ 502.10928962  230.64480874]
2 [ 267.8647343   307.42995169]
3 [ 420.81410256  661.50641026]
4 [ 328.31034483  655.60344828]
5 [ 449.  276.]
6 [ 505.48275862  528.63793103]
7 [ 356.89617486  421.17486339]
8 [ 333.06666667  576.04761905]
9 [ 517.23076923   77.11538462]
10 [ 490.8    44.95]
11 [ 515.30065359  607.62091503]
12 [ 280.21428571   69.60119048]
13 [ 390.43888889  271.17777778]
14 [ 451.47916667  492.02083333]
15 [ 181.5  640. ]
0 [ 460.62068966  400.74137931]
1 [ 513.96428571  225.57142857]
2 [ 266.34972678  293.36612022]
3 [ 417.99305556  667.70833333]
4 [ 315.42857143  651.60714286]
5 [ 460.77956989  289.77419355]
6 [ 524.36206897  520.90804598]
7 [ 375.55151515  420.71515152]
8 [ 319.3  567. ]
9 [ 507.27878788   63.3030303 ]
10 [ 473.29166667   44.09722222]
11 [ 506.12962963  601.07407407]
12 [ 263.24858757   63.63841808]
13 [ 401.36410256  287.53333333]
14 [ 443.02962963  490.19259259]
15 [ 181.5  640. ]
0 [ 469.54  394.38]
1 [ 524.75        225.14880952]
2 [ 264.24888889  277.20888889]
3 [ 417.   668.5]
4 [ 303.63333333  644.93333333]
5 [ 469.51741294  305.58706468]
6 [ 544.46892655  512.75141243]
7 [ 396.07650273  423.7431694 ]
8 [ 306.53488372  554.86821705]
9 [ 508.42857143   60.71428571]
10 [ 465.52380952   35.02380952]
11 [ 498.16939891  590.20765027]
12 [ 248.91194969   68.94968553]
13 [ 410.37096774  304.22580645]
14 [ 431.6   484.98]
15 [ 181.5  640. ]
0 [ 480.15503876  392.24031008]
1 [ 536.5408805   226.63522013]
2 [ 265.64319249  260.28638498]
3 [ 416.67479675  668.99186992]
4 [ 291.95321637  637.41520468]
5 [ 470.71186441  322.39548023]
6 [ 562.75661376  503.89417989]
7 [ 408.375    440.71875]
8 [ 295.45390071  543.18439716]
9 [ 503.40935673   52.95906433]
10 [ 451.29166667   32.66666667]
11 [ 492.3   577.04]
12 [ 232.33939394   69.40606061]
13 [ 416.69651741  323.03482587]
14 [ 420.88461538  481.23717949]
15 [ 181.5  640. ]
0 [ 487.76719577  395.1957672 ]
1 [ 549.23899371  230.13836478]
2 [ 270.30917874  245.38647343]
3 [ 416.73684211  669.        ]
4 [ 282.14705882  627.89705882]
5 [ 469.08333333  340.02777778]
6 [ 579.74863388  497.46448087]
7 [ 418.33870968  460.48387097]
8 [ 286.26241135  527.84397163]
9 [ 488.83809524   51.56190476]
10 [ 436.21505376   26.33333333]
11 [ 487.28855721  561.9800995 ]
12 [ 225.72222222   78.58796296]
13 [ 422.63387978  341.44808743]
14 [ 412.38690476  475.61309524]
15 [ 181.5  640. ]
0 [ 496.76666667  397.16666667]
1 [ 560.20833333  232.51388889]
2 [ 283.23899371  238.18238994]
3 [ 416.64705882  669.29411765]
4 [ 271.98095238  618.28571429]
5 [ 464.82513661  355.10382514]
6 [ 593.61111111  485.24242424]
7 [ 430.4         474.16666667]
8 [ 280.375  512.25 ]
9 [ 473.13043478   44.45652174]
10 [ 421.5         26.2962963]
11 [ 491.40322581  551.37634409]
12 [ 212.04040404   90.25757576]
13 [ 425.46969697  363.84848485]
14 [ 403.56613757  469.18518519]
15 [ 181.5  640. ]
0 [ 507.72413793  397.32758621]
1 [ 568.33870968  236.90322581]
2 [ 298.06666667  230.06666667]
3 [ 416.35        667.68333333]
4 [ 262.37878788  607.52525253]
5 [ 464.66120219  368.15300546]
6 [ 607.97385621  475.4379085 ]
7 [ 439.46774194  492.25806452]
8 [ 275.11851852  496.92592593]
9 [ 464.83703704   50.32592593]
10 [ 404.46666667   24.8       ]
11 [ 501.01092896  540.45355191]
12 [ 198.02857143   99.27142857]
13 [ 424.04411765  385.70588235]
14 [ 398.94179894  461.99470899]
15 [ 181.5  640. ]
0 [ 520.01169591  397.30409357]
1 [ 577.05164319  246.0657277 ]
2 [ 313.625       225.60714286]
3 [ 407.18181818  656.59090909]
4 [ 250.31555556  599.11555556]
5 [ 462.01877934  380.24413146]
6 [ 624.95480226  471.67231638]
7 [ 440.14754098  511.03825137]
8 [ 268.67407407  482.63703704]
9 [ 449.43478261   63.36956522]
10 [ 392.0620155    22.66666667]
11 [ 511.67307692  538.98076923]
12 [ 187.8034188   109.52136752]
13 [ 417.42512077  404.09178744]
14 [ 394.62365591  451.97311828]
15 [ 181.5  640. ]
0 [ 532.11299435  400.34463277]
1 [ 584.35294118  255.85294118]
2 [ 325.94444444  222.67283951]
3 [ 396.5   646.25]
4 [ 240.72222222  588.08333333]
5 [ 457.32394366  393.97652582]
6 [ 639.13333333  465.31282051]
7 [ 429.9         528.76666667]
8 [ 262.42  468.2 ]
9 [ 431.38095238   65.54761905]
10 [ 377.16190476   32.1047619 ]
11 [ 523.  541.]
12 [ 175.89029536  122.07172996]
13 [ 410.43010753  423.67741935]
14 [ 389.10606061  443.3989899 ]
15 [ 181.5  640. ]
0 [ 543.74863388  407.20218579]
1 [ 591.77604167  267.609375  ]
2 [ 341.7962963   225.64197531]
3 [ 389.35  634.1 ]
4 [ 232.72380952  576.97619048]
5 [ 446.87978142  403.92896175]
6 [ 647.40625  457.5625 ]
7 [ 418.86111111  547.99444444]
8 [ 263.5037037  452.1037037]
9 [ 411.18803419   60.83760684]
10 [ 357.38095238   36.01904762]
11 [ 533.67479675  537.55284553]
12 [ 160.42288557  126.2039801 ]
13 [ 403.38974359  443.79487179]
14 [ 382.64141414  436.53030303]
15 [ 181.5  640. ]
0 [ 554.33823529  413.83823529]
1 [ 596.16931217  278.42328042]
2 [ 355.6         232.06666667]
3 [ 396.44827586  628.66666667]
4 [ 226.98484848  564.12121212]
5 [ 435.28125     410.34895833]
6 [ 650.03571429  454.3015873 ]
7 [ 404.14814815  564.88888889]
8 [ 273.81196581  445.68376068]
9 [ 394.02614379   62.5620915 ]
10 [ 341.61363636   33.5       ]
11 [ 548.36        536.58666667]
12 [ 150.57854406  130.76628352]
13 [ 391.79032258  460.90322581]
14 [ 378.25128205  428.77435897]
15 [ 181.5  640. ]
0 [ 560.77294686  423.58937198]
1 [ 602.23497268  288.46448087]
2 [ 366.16384181  243.2259887 ]
3 [ 407.34482759  626.11494253]
4 [ 224.65027322  550.90710383]
5 [ 421.02614379  410.53594771]
6 [ 649.39662447  440.17299578]
7 [ 390.83625731  579.46783626]
8 [ 288.58823529  444.32352941]
9 [ 374.42   65.66]
10 [ 325.875   29.825]
11 [ 563.98742138  537.72327044]
12 [ 139.4  145.3]
13 [ 374.10714286  471.85714286]
14 [ 376.05376344  419.12903226]
15 [ 181.5  640. ]
0 [ 566.5         436.69444444]
1 [ 604.16431925  298.85446009]
2 [ 375.7   255.55]
3 [ 418.68361582  631.74576271]
4 [ 223.84375  535.875  ]
5 [ 407.34615385  412.61538462]
6 [ 659.          423.22058824]
7 [ 370.25        588.35714286]
8 [ 304.81196581  449.4017094 ]
9 [ 356.42962963   61.05925926]
10 [ 316.0952381    34.88095238]
11 [ 577.0952381   538.05442177]
12 [ 132.16078431  162.5254902 ]
13 [ 353.81666667  478.18333333]
14 [ 373.55555556  409.48484848]
15 [ 181.5  640. ]
0 [ 567.94977169  450.63926941]
1 [ 604.46969697  313.15151515]
2 [ 383.00529101  271.08994709]
3 [ 429.43209877  639.95679012]
4 [ 229.11290323  524.41935484]
5 [ 393.07909605  415.51977401]
6 [ 672.87387387  408.06756757]
7 [ 350.   595.5]
8 [ 319.79411765  455.        ]
9 [ 345.07692308   64.76923077]
10 [ 299.66666667   41.28735632]
11 [ 587.48148148  536.34074074]
12 [ 119.42288557  172.02487562]
13 [ 333.25   479.375]
14 [ 376.59064327  398.71345029]
15 [ 181.5  640. ]
0 [ 565.14975845  464.5410628 ]
1 [ 605.4375  324.    ]
2 [ 386.32142857  286.21428571]
3 [ 435.76470588  654.28104575]
4 [ 238.8128655   511.93567251]
5 [ 378.91194969  416.83647799]
6 [ 685.22395833  395.22395833]
7 [ 329.76785714  594.7797619 ]
8 [ 329.17730496  462.43262411]
9 [ 326.84482759   71.39655172]
10 [ 283.95238095   41.27619048]
11 [ 599.   534.5]
12 [ 108.30196078  176.89803922]
13 [ 312.48587571  477.19774011]
14 [ 377.48538012  388.71345029]
15 [ 181.5  640. ]
0 [ 562.02314815  477.33333333]
1 [ 606.89265537  335.48022599]
2 [ 387.28813559  300.39548023]
3 [ 438.73611111  667.38888889]
4 [ 250.52564103  508.44871795]
5 [ 366.27513228  411.2962963 ]
6 [ 693.69166667  385.6625    ]
7 [ 309.37575758  593.86060606]
8 [ 328.27777778  464.52380952]
9 [ 310.07407407   67.68518519]
10 [ 268.63809524   40.64761905]
11 [ 611.35220126  531.62264151]
12 [ 101.7875      189.63333333]
13 [ 294.37179487  467.24358974]
14 [ 382.04242424  380.71515152]
15 [ 181.5  640. ]
0 [ 556.5         490.08333333]
1 [ 600.05464481  343.58469945]
2 [ 380.65151515  312.90909091]
3 [ 439.44217687  670.37414966]
4 [ 259.4180791   512.75141243]
5 [ 358.44131455  399.55868545]
6 [ 698.72380952  386.94285714]
7 [ 290.87064677  588.039801  ]
8 [ 326.44736842  473.47368421]
9 [ 300.91919192   56.78787879]
10 [ 252.38271605   43.97530864]
11 [ 622.5  534. ]
12 [  91.27715356  203.52434457]
13 [ 277.33333333  455.27222222]
14 [ 390.97385621  379.03267974]
15 [ 181.5  640. ]
0 [ 549.07575758  500.48484848]
1 [ 592.13793103  346.98275862]
2 [ 377.56451613  326.64516129]
3 [ 439.4822695   670.81560284]
4 [ 271.5         522.83854167]
5 [ 357.49253731  384.48258706]
6 [ 697.83966245  386.92827004]
7 [ 279.9137931   573.13793103]
8 [ 319.38518519  487.2962963 ]
9 [ 301.32624113   58.79432624]
10 [ 242.7037037    44.12962963]
11 [ 639.44217687  536.17687075]
12 [  77.79365079  213.55952381]
13 [ 264.61691542  441.27860697]
14 [ 402.82  378.08]
15 [ 181.5  640. ]
0 [ 539.77272727  510.40909091]
1 [ 575.75141243  350.8700565 ]
2 [ 370.76666667  339.        ]
3 [ 440.21014493  670.03623188]
4 [ 281.19354839  530.3172043 ]
5 [ 359.3047619   367.97142857]
6 [ 692.86069652  383.75124378]
7 [ 270.30392157  557.32352941]
8 [ 307.9009009   496.79279279]
9 [ 289.23129252   68.01360544]
10 [ 234.42592593   53.75308642]
11 [ 651.69651741  542.27363184]
12 [  76.6025641   222.05128205]
13 [ 251.88557214  427.4278607 ]
14 [ 411.62962963  381.65432099]
15 [ 181.5  640. ]
0 [ 531.67741935  520.14516129]
1 [ 562.34375  354.9375 ]
2 [ 366.10294118  358.51960784]
3 [ 442.05555556  665.55555556]
4 [ 292.07909605  533.02259887]
5 [ 363.33870968  343.22580645]
6 [ 684.44632768  386.6779661 ]
7 [ 260.56451613  542.62903226]
8 [ 295.33333333  503.39784946]
9 [ 272.07142857   66.11309524]
10 [ 219.38888889   60.88888889]
11 [ 655.47222222  554.41666667]
12 [  70.74485597  234.69547325]
13 [ 250.28138528  409.33333333]
14 [ 420.83625731  382.43274854]
15 [ 181.5  640. ]
0 [ 518.8         529.46666667]
1 [ 541.98787879  355.42424242]
2 [ 381.62903226  354.93548387]
3 [ 440.38095238  665.01904762]
4 [ 301.7972973   542.94594595]
5 [ 346.76525822  347.57276995]
6 [ 670.4047619   393.19047619]
7 [ 252.98484848  528.12121212]
8 [ 293.          504.46296296]
9 [ 256.51923077   61.94230769]
10 [ 210.44217687   59.05442177]
11 [ 651.92592593  556.34567901]
12 [  59.44047619  246.82936508]
13 [ 252.63596491  391.10526316]
14 [ 430.25641026  388.18974359]
15 [ 181.5  640. ]
0 [ 503.18        538.19333333]
1 [ 525.68361582  351.15819209]
2 [ 399.77083333  353.73611111]
3 [ 440.38095238  665.01904762]
4 [ 308.53225806  555.70967742]
5 [ 329.06918239  350.6918239 ]
6 [ 653.75956284  400.9726776 ]
7 [ 259.12962963  515.92592593]
8 [ 292.88235294  504.57843137]
9 [ 247.1420765    54.93989071]
10 [ 202.05426357   66.13178295]
11 [ 639.78518519  553.42962963]
12 [  57.19277108  256.7188755 ]
13 [ 258.88205128  372.37435897]
14 [ 439.5    396.875]
15 [ 181.5  640. ]
0 [ 486.86394558  544.7414966 ]
1 [ 508.74074074  341.94444444]
2 [ 416.31638418  352.58757062]
3 [ 440.71052632  665.25438596]
4 [ 313.74129353  567.72636816]
5 [ 313.77948718  353.08205128]
6 [ 639.32857143  407.5       ]
7 [ 271.76836158  501.5480226 ]
8 [ 288.44715447  509.66666667]
9 [ 248.26767677   61.58585859]
10 [ 191.23383085   72.37810945]
11 [ 624.12418301  552.79084967]
12 [  62.75714286  270.54285714]
13 [ 269.61502347  355.9342723 ]
14 [ 446.21468927  406.1920904 ]
15 [ 181.5  640. ]
0 [ 468.14583333  548.38888889]
1 [ 491.59259259  343.46296296]
2 [ 432.81420765  355.89617486]
3 [ 440.71052632  665.25438596]
4 [ 322.          576.85294118]
5 [ 299.58201058  353.48148148]
6 [ 627.76767677  415.28787879]
7 [ 285.28571429  491.53571429]
8 [ 275.49382716  513.90123457]
9 [ 237.98484848   74.33333333]
10 [ 179.51785714   84.91071429]
11 [ 606.03100775  556.25581395]
12 [  65.91570881  286.40996169]
13 [ 280.   340.5]
14 [ 452.9375      414.38541667]
15 [ 181.5  640. ]
0 [ 450.81560284  552.4822695 ]
1 [ 479.          335.81428571]
2 [ 448.4863388   363.81420765]
3 [ 433.93495935  668.62601626]
4 [ 330.26960784  588.87745098]
5 [ 282.80512821  353.80512821]
6 [ 609.14124294  424.75141243]
7 [ 298.84745763  480.3559322 ]
8 [ 260.28735632  510.71264368]
9 [ 220.73076923   80.12820513]
10 [ 163.14814815   88.46296296]
11 [ 588.64779874  555.57861635]
12 [  62.87148594  303.59437751]
13 [ 289.13333333  328.24615385]
14 [ 459.26666667  423.65128205]
15 [ 181.5  640. ]
0 [ 433.91194969  554.47798742]
1 [ 470.98275862  317.62068966]
2 [ 459.74429224  374.88127854]
3 [ 416.20430108  671.15053763]
4 [ 333.64285714  604.07142857]
5 [ 266.48529412  349.26960784]
6 [ 592.56410256  428.24102564]
7 [ 310.68484848  468.75757576]
8 [ 248.5         501.67647059]
9 [ 208.72222222   82.19907407]
10 [ 154.32258065   97.58064516]
11 [ 571.49659864  551.13605442]
12 [  57.37547893  316.24521073]
13 [ 303.28571429  329.85714286]
14 [ 461.47142857  433.28571429]
15 [ 181.5  640. ]
0 [ 417.12  554.98]
1 [ 471.17676768  299.93939394]
2 [ 469.28205128  384.79487179]
3 [ 398.16296296  668.00740741]
4 [ 334.86666667  617.37948718]
5 [ 255.43555556  340.94222222]
6 [ 574.04093567  432.37426901]
7 [ 325.13450292  459.1871345 ]
8 [ 233.          493.08823529]
9 [ 210.83854167   90.34375   ]
10 [ 138.24242424  105.83636364]
11 [ 555.73333333  542.97575758]
12 [  62.07692308  328.01282051]
13 [ 318.21153846  328.13461538]
14 [ 462.46354167  445.5       ]
15 [ 181.5  640. ]
0 [ 400.39130435  552.41304348]
1 [ 479.33333333  279.40229885]
2 [ 477.82051282  397.22051282]
3 [ 383.53535354  656.37373737]
4 [ 331.49707602  628.3625731 ]
5 [ 247.59487179  329.58974359]
6 [ 557.87096774  428.71505376]
7 [ 334.75        447.89285714]
8 [ 220.27210884  481.13605442]
9 [ 205.43939394  105.90909091]
10 [ 132.24888889  118.43111111]
11 [ 541.0625    536.984375]
12 [  60.8436214   345.68312757]
13 [ 335.   326.5]
14 [ 457.83854167  454.59375   ]
15 [ 181.5  640. ]
0 [ 382.5         548.23076923]
1 [ 490.02645503  266.24867725]
2 [ 478.78354978  409.81385281]
3 [ 373.29078014  649.02836879]
4 [ 332.37426901  636.22222222]
5 [ 241.05555556  316.83333333]
6 [ 547.28717949  421.37435897]
7 [ 347.79874214  452.01257862]
8 [ 208.77987421  466.89937107]
9 [ 189.63636364  117.10606061]
10 [ 121.06432749  131.44444444]
11 [ 529.24193548  526.58064516]
12 [  57.89272031  358.79693487]
13 [ 352.88461538  328.07692308]
14 [ 460.01612903  464.35483871]
15 [ 181.5  640. ]
0 [ 367.81182796  538.90322581]
1 [ 506.01169591  257.95906433]
2 [ 478.03333333  421.4       ]
3 [ 362.63522013  641.64779874]
4 [ 330.8128655   651.56725146]
5 [ 237.44444444  301.84259259]
6 [ 538.96135266  415.87439614]
7 [ 364.84795322  457.99415205]
8 [ 201.98  449.12]
9 [ 173.94117647  125.35294118]
10 [ 110.52962963  136.12592593]
11 [ 520.5      511.09375]
12 [  62.81862745  365.41176471]
13 [ 370.85714286  333.14285714]
14 [ 461.91542289  476.06467662]
15 [ 181.5  640. ]
0 [ 356.56451613  529.        ]
1 [ 521.59393939  252.66666667]
2 [ 475.03589744  433.11282051]
3 [ 360.13821138  637.86178862]
4 [ 323.84615385  664.92307692]
5 [ 235.18905473  288.24378109]
6 [ 538.47222222  403.65277778]
7 [ 380.43333333  465.33333333]
8 [ 196.11111111  432.71604938]
9 [ 157.5  126.5]
10 [ 105.6969697   137.63131313]
11 [ 523.46969697  496.75757576]
12 [  74.26368159  372.66169154]
13 [ 387.44  339.9 ]
14 [ 460.14754098  488.03825137]
15 [ 181.5  640. ]
0 [ 351.38888889  515.77777778]
1 [ 539.08805031  260.65408805]
2 [ 472.37096774  444.16129032]
3 [ 365.65789474  629.10526316]
4 [ 312.50340136  665.66666667]
5 [ 233.55714286  273.78571429]
6 [ 536.77314815  387.41666667]
7 [ 395.38235294  474.20098039]
8 [ 194.66666667  415.59393939]
9 [ 141.5         129.75595238]
10 [ 104.94623656  139.4516129 ]
11 [ 526.90277778  482.81018519]
12 [  81.69047619  388.83333333]
13 [ 401.27322404  348.96174863]
14 [ 457.46560847  498.78306878]
15 [ 181.5  640. ]
0 [ 351.42051282  500.08717949]
1 [ 555.55172414  269.70689655]
2 [ 468.27777778  456.93981481]
3 [ 376.66013072  615.26797386]
4 [ 311.11538462  666.53846154]
5 [ 239.65714286  263.51904762]
6 [ 534.22727273  377.54545455]
7 [ 407.63387978  485.49726776]
8 [ 197.77987421  399.33333333]
9 [ 125.64880952  132.98214286]
10 [ 107.20888889  148.79111111]
11 [ 535.          470.59047619]
12 [  78.38372093  406.26744186]
13 [ 414.94708995  361.46560847]
14 [ 454.62962963  509.06878307]
15 [ 181.5  640. ]
0 [ 352.27860697  481.8159204 ]
1 [ 570.92820513  282.83589744]
2 [ 471.07575758  465.72727273]
3 [ 391.49382716  606.53703704]
4 [ 310.95906433  666.58479532]
5 [ 251.52688172  256.68817204]
6 [ 523.75124378  370.43781095]
7 [ 415.99487179  499.59487179]
8 [ 211.84397163  389.60992908]
9 [ 125.82828283  132.64141414]
10 [ 107.42051282  163.81025641]
11 [ 545.08805031  463.71069182]
12 [  71.89029536  422.34599156]
13 [ 426.21890547  375.06467662]
14 [ 445.23214286  515.88690476]
15 [ 181.5  640. ]
0 [ 354.66137566  465.64021164]
1 [ 583.92647059  295.94607843]
2 [ 473.66120219  477.15300546]
3 [ 403.76666667  601.79444444]
4 [ 312.98449612  664.62015504]
5 [ 265.20765027  250.2295082 ]
6 [ 513.17989418  366.1005291 ]
7 [ 427.46875   509.578125]
8 [ 224.78294574  378.96899225]
9 [ 133.51794872  134.42051282]
10 [  99.47031963  175.02283105]
11 [ 550.01025641  467.66666667]
12 [  75.68421053  435.86842105]
13 [ 431.89071038  390.7431694 ]
14 [ 435.30065359  523.37908497]
15 [ 181.5  640. ]
0 [ 358.25641026  449.34358974]
1 [ 589.92857143  313.42857143]
2 [ 472.16176471  490.05392157]
3 [ 420.8   600.58]
4 [ 316.45578231  651.33333333]
5 [ 279.07142857  244.75      ]
6 [ 500.33333333  360.71875   ]
7 [ 438.27322404  514.61202186]
8 [ 241.14393939  369.62121212]
9 [ 144.0913242   121.86757991]
10 [  88.02702703  179.68918919]
11 [ 560.6284153   471.99453552]
12 [  75.15447154  452.92682927]
13 [ 436.2705314   403.79227053]
14 [ 423.02515723  527.02515723]
15 [ 181.5  640. ]
0 [ 366.42690058  440.67251462]
1 [ 596.45128205  329.56410256]
2 [ 467.90104167  502.71875   ]
3 [ 437.27777778  601.74691358]
4 [ 321.92810458  634.32026144]
5 [ 292.07407407  240.28395062]
6 [ 487.62295082  354.58469945]
7 [ 452.13756614  523.11640212]
8 [ 258.81904762  364.61904762]
9 [ 148.25238095  115.68571429]
10 [  80.27906977  178.86821705]
11 [ 575.28248588  479.49717514]
12 [  69.80524345  461.99625468]
13 [ 437.32768362  418.39548023]
14 [ 410.82  529.66]
15 [ 181.5  640. ]
0 [ 381.88  433.38]
1 [ 603.58571429  341.31428571]
2 [ 460.  512.]
3 [ 449.28571429  605.46428571]
4 [ 329.  618.]
5 [ 305.22222222  239.55555556]
6 [ 474.14583333  342.26041667]
7 [ 462.53030303  535.72727273]
8 [ 272.96190476  359.5047619 ]
9 [ 148.30666667  117.68666667]
10 [  79.47286822  179.02325581]
11 [ 589.42051282  487.86666667]
12 [  76.64285714  462.69642857]
13 [ 435.10328638  433.4600939 ]
14 [ 397.73076923  528.6025641 ]
15 [ 181.5  640. ]
0 [ 398.39130435  429.45652174]
1 [ 612.46766169  356.45771144]
2 [ 450.32258065  516.71505376]
3 [ 462.95833333  609.55952381]
4 [ 337.36612022  600.98907104]
5 [ 318.62068966  240.98275862]
6 [ 465.52380952  330.66137566]
7 [ 469.97354497  549.96296296]
8 [ 288.69281046  362.47712418]
9 [ 156.92361111  122.41666667]
10 [  73.30416667  189.95      ]
11 [ 594.28717949  497.1025641 ]
12 [  89.82010582  471.42857143]
13 [ 428.34375  446.375  ]
14 [ 384.81560284  526.54609929]
15 [ 181.5  640. ]
0 [ 412.58        428.27333333]
1 [ 608.97716895  374.57077626]
2 [ 439.77777778  523.57407407]
3 [ 474.82564103  617.51794872]
4 [ 350.07407407  585.87037037]
5 [ 333.88700565  246.48022599]
6 [ 464.14814815  319.32804233]
7 [ 475.015625  565.84375 ]
8 [ 301.11594203  372.73913043]
9 [ 159.66666667  123.39007092]
10 [  66.87148594  196.85140562]
11 [ 596.31770833  506.9375    ]
12 [  98.         489.2034632]
13 [ 416.83030303  458.53939394]
14 [ 373.125       523.97916667]
15 [ 181.5  640. ]
0 [ 425.75706215  431.97175141]
1 [ 605.15625  394.6875 ]
2 [ 427.47530864  526.17901235]
3 [ 476.8125      622.11805556]
4 [ 364.20915033  575.81699346]
5 [ 348.08805031  253.19496855]
6 [ 456.56451613  306.80645161]
7 [ 481.64285714  577.07142857]
8 [ 306.92198582  387.73049645]
9 [ 159.76086957  123.38405797]
10 [  70.93495935  209.07317073]
11 [ 602.02347418  515.27230047]
12 [  93.61904762  506.92857143]
13 [ 407.12962963  467.92592593]
14 [ 367.625    515.28125]
15 [ 181.5  640. ]
0 [ 436.93333333  442.16666667]
1 [ 601.5         413.36363636]
2 [ 416.35220126  529.55345912]
3 [ 469.33333333  630.14814815]
4 [ 378.40909091  570.13636364]
5 [ 359.63333333  263.38571429]
6 [ 448.93464052  295.86928105]
7 [ 483.33333333  590.62643678]
8 [ 304.89430894  405.30894309]
9 [ 160.95321637  139.39766082]
10 [  69.00469484  223.96713615]
11 [ 602.17910448  526.00497512]
12 [  90.96759259  518.13888889]
13 [ 396.43386243  479.05820106]
14 [ 363.2962963   502.48677249]
15 [ 181.5  640. ]
0 [ 446.89617486  455.49726776]
1 [ 590.53225806  429.5483871 ]
2 [ 403.34  532.08]
3 [ 460.04575163  640.83660131]
4 [ 393.8115942   565.74637681]
5 [ 369.16384181  273.14124294]
6 [ 438.83098592  287.4600939 ]
7 [ 479.16666667  605.        ]
8 [ 299.37414966  421.68707483]
9 [ 164.08571429  157.83809524]
10 [  61.93421053  238.23245614]
11 [ 597.18571429  541.4       ]
12 [  94.65217391  525.85990338]
13 [ 383.40740741  487.75925926]
14 [ 358.80225989  488.99435028]
15 [ 181.5  640. ]
0 [ 454.55026455  471.03703704]
1 [ 576.42051282  441.13333333]
2 [ 391.71153846  533.13461538]
3 [ 448.2962963   648.38518519]
4 [ 407.12578616  569.10062893]
5 [ 377.53125  285.78125]
6 [ 427.64141414  278.53030303]
7 [ 467.54545455  612.36363636]
8 [ 292.34074074  437.11851852]
9 [ 163.7965368   174.33333333]
10 [  54.18817204  242.46774194]
11 [ 586.0483871   558.51612903]
12 [  95.77464789  525.50234742]
13 [ 376.56  496.9 ]
14 [ 357.61375661  472.47089947]
15 [ 181.5  640. ]
0 [ 461.5     487.1875]
1 [ 562.96551724  453.89655172]
2 [ 379.75        530.35714286]
3 [ 434.9858156   652.67375887]
